# widthSeld, typeSel, A0_8, A1_8, A2_8, A3_8, B0_8, B1_8, B2_8, B3_8, C0_8, A0_16, A1_16, A2_16, A3_16, B0_16, B1_16, B2_16, B3_16, C0_16, A0_32, A1_32, A2_32, A3_32, B0_32, B1_32, B2_32, B3_32, C0_32  
1 0 35 22 7E E0 08 FF 37 89 F1 CFCD 7BFD B0DE 975B 35D8 ADEB 0278 F777 0287 B7FFC710 183DCCC2 493A3F86 DC6F3434 11A27077 C1C46C51 26343E5C BF0A9045 88FC645F
0 0 FE 7A 0A D1 34 48 ED 51 CA FE12 5010 756D 053C 4349 9F0A 7191 E889 1FDC 16C89033 08032C06 C53869F0 61273034 158B58C6 6B4F5C42 B7F4091C 41DE07CA CE6AEBF0
0 0 85 D0 A6 A2 9E F1 C1 CE FD D156 63C7 2F63 8A11 D22A 0E0B 9713 6596 79EF 26F5D05C E4D61BA4 8B43C3C8 271BDD8D 3FE8E41F EF32337A 4B3D7537 B450B47D B5705A73
1 0 1F B0 45 A7 25 7B 7C BB 3C 2F6D 973A E972 DE0A 3FA2 943D 92E7 3AF3 974B D135F3FE B0A425FB BAB3218A ED4ADAD8 FA39B80E AFFABEAD 2D598C22 83A630C2 F1CEF91D
0 1 37 FF 95 31 04 C9 60 5E 34 67AF 2DCC 57EE 7CA4 4097 F745 3C60 6404 93D3 D6B91DF5 4D21A575 A6FA5A29 DAEB4821 6CAD4CFA D77D8653 CE7E4EBD C582A99F 5D3A457A
2 0 07 BD 29 F0 C0 A9 7C 9A 36 BB72 A4E4 A1BA 14EF 8331 1960 34A0 D19D 0619 5F12FD92 DF64B385 CF62171E 5FB646E4 3F465E91 F3D57ABB B8A6217D 1939C1D3 E118C16B
2 1 1D 5F 2B 86 A1 EA 32 60 9C 08E8 85A4 200C 4549 D30A F7F5 9CEB F2B5 BB76 7EDB8C3D 29419B87 3DAB4954 D863B6E9 A6F9AE71 8A6A1EFF 9E350230 3D3F9650 7399B6D6
1 0 91 E7 3F 62 26 93 6A 94 FE 90F4 7D45 E721 8600 8574 53B4 3CCE 8323 40FB DAABDA79 66F71F23 C0139168 B11D2FE7 2E5C6215 FCAE20BC E846E723 4452E8AC 99C6D34D
0 1 1A 5F 44 0E 12 A5 FB B4 50 3C78 2A01 C007 C8AF D994 CA0F 5E39 2D65 F68C 4DB5C827 8D6B9043 41D713A1 46456665 08AD1076 9C90F408 24D640D7 21475402 B6B97815
2 1 04 14 A8 C8 AB 17 02 88 D9 6CF2 FBD8 08EC 0141 A904 1D26 8C91 E9B5 EAC9 1539B0BF DE7BC5DA C0BAB70C D357E6C5 BE2A96D0 56454D5D B551284C EA845813 AFE9FCC2
1 0 94 13 12 0F 06 20 65 5F 7B 6420 2E81 06BD A787 8C03 8ACF 6C01 270E 074C 2731E493 75A1AE0C 3E01F3AA 8375D3B1 6704DB3D 855726C0 D2A93FF1 DB72C074 8615ABB7
2 1 4C 85 3D E1 1A A2 86 07 62 2B21 FC6B 6ECB 3E54 8A86 2FBD 15AC 2E1A 0F50 E7FF2024 F15FCFD0 AFC8F708 FD1D6009 4DA466F2 77623FA6 4986C0B3 33F20D1E D992D9CB
0 0 BE 20 B4 4F 5C 85 8D 7D 86 124C F908 D187 8638 C7E4 B774 AA9F D1A5 62E5 9AD114F8 F56530AE 73C4C893 2B4B4C5D 26986D5C 06786ED4 F6ED8DE1 D48498B5 F4A7A25D
1 0 A7 98 F9 27 D6 6A 7C A4 A4 95DD 6D2E BCA7 FB7C 4EBD 55BE E0B5 188E 4379 E8544DF6 7B1A4E6A 8E095238 4CA9C251 D8174057 77012E5B 3FFD7B9D 4492C8DA 5C39EFE1
2 1 43 3C 03 71 CE FB 5C 85 80 1556 1A79 F9E1 BFB7 15D6 DE2E E639 24C4 A5A9 80178E0C CB20718A EB085345 BBE00678 AAA88FB4 FBA79701 F82BE070 EB919E22 AEBB03FE
0 0 77 BB 4E E4 CF 39 7E 5A AE DF61 EA07 4593 7135 9E4A F9E3 3CD4 1170 387C 1E81A1B5 23AB3872 32D7EDAC 4F4E6282 450187D4 25DA5295 905985F6 67A1CA87 23C9344B
0 1 A1 C3 61 F6 89 49 17 E2 11 AB58 1BB8 3F9B A922 A04D 7F7D E8CA 8856 FCD6 D83B0A8E 7FD68B5B A2F7ECE1 57603112 E4EEF2AD B3CF6FC3 8AADB1DD 621BE2E5 4850825D
1 1 56 4A C6 E0 6A 82 86 24 1C 0BC9 5A33 AEF6 00F8 EBA6 B451 7B1A 828D 64D5 45CCFCC4 F1897D59 5DEF0F98 2F162F1C 92D21791 EF6F86AE 44FD0504 790BF730 45DF7CE9
0 0 C4 E4 88 9D 3C 5B B3 39 1F 4BBF 8679 1512 4B0F 6856 65F2 9607 2CC2 56A0 00922ED1 2E52F6E5 F3DC3D51 D663E15F 97C36955 2D5FFA0A 79C1BE7F 27C0B0F2 5CF1AA8A
1 1 CF C0 9F 6B B5 13 EF E8 CE ADA5 3CFE A6F6 1BEF 5612 EEB0 C294 8DAB E951 7E708B43 75398924 7E1F3F21 70160B2D 283C1DE9 FA47D5ED E8058876 04D99997 60B14F62
2 0 9F DA E2 43 86 DD 03 CA B5 CA73 72E7 8010 C7C3 E1B7 B356 5218 4072 6627 2AD213C5 50CFA271 1D5C4068 53A4DE52 229A319F 5EB5D552 AF689DF0 14E59B5A E8A6C263
1 1 D4 82 81 9D C1 40 C9 71 8A B66D 4115 0CD9 11DF 2EAF 5EFD 9A1E 65F6 AFCB 2ACA6573 6CD5383A 8D198DD3 223CC01F CD2CA31C E4FF7C43 10BB2784 88E34DED DC6E5D87
1 0 C8 56 18 9C DB 8A 6C B5 8F DA34 0BEC 1133 8FE4 7F03 74B5 8A3F 53E9 4460 B0A8F6A4 90492FF2 F8AA3353 D421C7EE 6E0B28F0 6EA057CC CA15C14E 41630947 D4D09295
1 0 B5 9B AA D8 30 97 BF 39 56 CED5 A252 EF1B C148 29E8 D545 83D4 3134 9025 FB0994C7 CD8424A2 FF6FE956 49CCC24C 2CABE53F DB2AF17C 27153B3E AFA83C99 576B10ED
0 0 DE D1 5C 4F E3 3B 31 06 ED 506D B3C3 84C1 AE82 6E9D 7F4C 8F43 6EF9 AAB6 4EBA4215 11FDB856 ACD8D1C3 655A5A56 939F08C0 2C9A6DBA AE12AB8C 043B4779 0E6F0BC4
2 0 8D D5 41 0C 72 CA E7 14 8D 8402 7B23 1568 3294 97FB 80B2 A011 329E 2410 506E8E42 3ACEFA7F D7061FF6 EBA954F9 78B75276 C1F0020B 56DD4E37 3A3FD329 390D9BD4
1 0 D4 78 81 4A C1 92 E1 11 D4 A6BC 0FB3 45C0 F833 3E44 D5FF A26F E28F 04D4 7269A7C5 D93352A2 7656E762 5B46CAD5 4DD26459 9C3D3920 020F7464 D5C4175C 155A7311
2 1 1F A7 BA 63 10 B9 9B 64 C9 ACA2 5E88 EF70 108D D4A2 C34C 0786 0CE9 C8C3 00662DF0 2D85D160 FD8E2552 A9911AEF 8CE3643C DBC05A04 9C83F77D 66A1527D 2E6C078C
1 0 36 01 C2 13 84 BD 0A B1 D7 89EC 2194 4C1A C5B7 05B8 ACF6 8572 7B63 16AB 2E0C44F8 566C8120 FD5BD5AD 9DBE6E97 4CCAB771 1737094C 0FBD11C5 4B8B2865 C9EE16D5
2 1 61 EE 75 3B FD 77 1D 12 99 3AEB A4ED 02E5 8446 6745 8DA9 8366 36EB 6768 2F15AB7E 7A2307C5 0E24AFF8 F7D6FD6F DCF1CDEC CD7109B8 B37FEB03 1A28DC7B A45D7B40
0 1 28 3E 48 2B A9 DF CF 3F 9B D269 8C05 E5A6 BC43 C4C0 9B8D BEAC 2041 CD90 66738ADA 48F7BB7F 10A7CC2B 92F5557A DCC2C39B 6BDECA89 28A313EE 61CCCBC2 BF606325
2 1 0D A5 6C 9D 87 91 50 08 45 1090 383A 35F5 082D CFAB BF00 3B93 C0B5 903C 7C99A614 C39BEF5F 9E725A63 05399F2B BDF39471 CF9A56B8 997FC901 664AFDA8 0A6AC741
2 0 D7 45 CA BE 40 1D B6 4A CB A265 0E28 A4F9 00FB 0543 E2B9 AA12 B6AE 5635 4232D06B DBC254C8 861D3429 61195D4E DC075E74 7B9BBFE0 05CB04D5 8FF0C191 F697C028
2 1 A9 2D DD DE 2D 28 83 03 F1 8DC6 874D 1574 7BC4 081B 4672 2413 81B2 F6BB 22DA6037 9C7F3247 F837A722 388E28B6 6A015EC1 C52BC4F6 F971B5CB D7B759AA 4A9160E6
0 1 A5 C5 24 42 B6 57 7A 90 4D 88B2 6C1B 5CFB 3A32 FD00 AFD8 FD4E 5C67 FF96 2E11183F 8495A300 781233FA B6E0C38E 130AA045 F8ACC9FC CCD0125E 96E35649 107F714A
1 0 BB 02 AA 6D EF E6 EC 27 CA 5E24 EEDA 8D6B E4EC AFB7 7387 DB8F 0868 3436 8664DA6A 0B7D8C67 1B31D0F1 7C173248 24CB8F0F 41BBE88A EA1870A1 C08887FB 71ECC695
1 1 07 4E 55 FE 09 DA A3 56 B6 03BF 32BB 5D3A 8A23 F08F A5AE 976D F28B 46A4 4C06671D 905B7CA4 C0F3F235 4814C17A 63A1FA2B 42082EB5 D1FB8450 D6238789 CC6F8FD4
2 1 A6 75 E4 93 11 3E 98 F0 0B 1698 6436 A342 0112 2757 CB7E 6188 18CE 97A7 DC3750FE CC868E5F 4A8BE6F4 70728766 F45AE265 14DD9D16 E7192A49 BC41EE55 A83F6C05
2 1 C3 F2 10 B1 EE 4F 98 B0 69 1598 73E8 DBD5 7D57 465F 9032 A62F BF53 E5D2 56BB1D97 E3A9F9B5 98ABAC97 FDC4E1FB 7F4A199F 3932EB5D 5FDBCF5E 57901456 D1BFC1CC
2 0 71 70 0B 7E DC 4A 02 77 EF 02DD 81CE 9604 7FB7 D184 97B4 027F 6559 2602 B01A2C4E C0062497 A9831ED7 EDA33418 651A2E70 32D00045 9B2B93EA 572CCCE9 8F82F756
2 1 FD EA EE A0 EF 5A 85 BC 1B 34C0 3ABD 8FDC 065A 5BAD F782 4079 7A4B 25C0 28B1B7D6 0E03A6B3 23F125A4 CEB89F05 50D32A7F AE8ACE46 C4BB7544 5B1510CA A0A6DAE2
1 0 7C 8B 02 FB 49 94 DA 58 7B B2A4 14AF B9D1 9B43 1395 C6DE 0B92 C7BC EC47 403E4D67 E8CE5214 E8916A80 DCB1D34A 01DEC39B 6635376D 12D06B0E 91C2FC28 15437EA8
0 0 63 B1 6B 2D 40 8D BD F1 9B 3114 70D4 B7D3 8CA6 A5F5 186D 595B 28D6 6985 913EBA99 93A7454B F7580BCB 25015A28 7A428A79 DEDB7F09 E2AA82C2 140A2347 E3C4A8DF
0 1 54 DC B9 B9 EC 4F B9 C9 4E 26E7 3C91 E47B 6FFB 112C C34F E031 D1E4 4B5F 1864A3AA 78B80658 71A113E2 01F2B800 6F7BB352 3F0F05EB 70D01750 67E99055 1EC800CA
0 0 8E A3 D6 4A 3C CF 4D B7 B8 BF1A A265 58AD AE19 0365 4F49 1366 82D1 1149 0260B1B3 933D7215 FC27D142 E1DF16E7 598E6B15 26BF1FED E5100CDF 865CB8AD 6D6887CA
1 0 21 1D 92 D6 22 17 AB 29 ED 44F2 2C41 64AC 93AC B2ED 196A 0BDE 849F A041 2FBCBBEA 2CBDB0E7 ACA4E51F A6AB4C09 CD45921D D634DB64 70E4B300 4D3D0ECE 4FFDF798
2 0 ED 34 34 D1 ED BC 45 A2 9B 3E5A A2D9 5109 DFCE 4FD7 395F BEB0 B213 10EC 52D5E232 ED7C8B03 D62FDF45 8CE24B78 89F577A1 0AD92368 4AD2C989 CB107C0F 0E2283D4
1 1 6F DE C6 58 75 A0 4C 92 0D AC99 DFD9 871A FC64 390B 6936 47C2 2551 6FE3 06BDCDD3 208CE230 6B340526 A3CF0A6B CD76C8D8 27FF9D3D 8C1C903F 1C61B52E 1C7D7D88
0 1 84 66 AF A7 91 2F 67 ED DF A2CA D30A 347E 54B4 439A 7B0B 8DCD F321 9717 805B0F03 7D46EDEA AFF148D3 466A1A81 87CE3D4E E9D50800 6BA120EF 7170CF67 78A3D724
1 0 79 C3 02 4C C8 BC A4 4A 2E AD8C 9C49 3D36 74EA 6B02 9504 D627 199E D1A4 8E744C26 C5AE876E 8C56C8C7 9A5B799D BF88C083 C7FBEAAA 44915027 C45B45EE 80D800BD
0 0 D6 B9 BB A3 C8 3C 07 60 A4 60C1 DAA3 CC62 26FC 70C2 904E 9BA5 1BDB F9B0 A44121E2 3D7B01ED EDF7610B 8757C871 10C02488 D8E3C3A4 A588075A EE865741 4D159285
2 0 CD 13 00 D4 A5 06 C4 35 A5 A32F 39D4 3366 3D86 8742 6109 A5AB 1B62 5FF7 192BE057 EF0847D3 814DFF38 7C63771D C2085295 F0A06A4E CF8A20BC 585C3972 435A42C7
2 1 A7 16 03 E1 85 90 16 02 DB 2CA8 A18B B8EF 8BFC 4847 22A7 7CE1 03B7 8E8C AE4CD689 B6B94974 F4AA414D D370EA46 736ADC7C 41EA391E 91FF7152 F7CF768E 79F5BEC0
2 0 DE 82 90 96 1F F7 FD EF BE 71FA 84E2 5662 3993 C113 0C0A D73D 14F8 7DCE F8F2FB44 024A5D83 82F9FF73 2E5C6238 3DFFD510 85A7B82A 05C69DEE 6C359B90 1C39C492
0 0 F1 2D E6 32 19 60 87 79 1A 9A4A 4B4B 6CD5 CF28 775E 2312 3125 20DB 282F D5B89177 74F0A103 2B72FBF9 09618E67 1EB19F63 2386AB59 C85FA472 F93F186C 88F04B2A
0 1 59 BE 07 E1 4D 39 D0 EE FB 22F9 2116 DE33 DD01 ED17 1B5F 8948 5D8D 8123 F16ACD0D 2C4DD240 14A0DECF CC585395 E4977EE9 6978F9FE F78A5C10 2C388541 75D5EC01
0 0 A6 A2 86 B5 D1 4B 55 E1 9B 0506 63EF 247E EFF0 BB6E 3D11 61D2 3772 590D 243B4150 270C11CA 55437017 7D104905 1794F184 AC8BF0AC C4AB902A 2ACF762B 797F5A97
0 0 58 73 9A 33 9D 90 43 7B 28 DCDB 917B 5168 E4C3 E5DD 8B50 1791 EEBE CCB6 9DEAE8B8 9E1EBA62 76AAB0C2 C5B0F59B 57A36D02 9600BF5E AC7CD223 EB1BC91F DF8F441D
0 0 87 01 57 05 26 7A F6 6F 73 3AE4 23B4 2BF1 7239 336B 06D5 9E82 D9A6 1E80 C7433F48 812D5AA0 B256E3A8 CA3E954C 7F52246B E7D6B6EE 5B0D1612 3FC9A7EA 65B136A1
2 0 32 F4 54 6C 90 A3 3D 5C E9 809B 025B 2FB2 F3C3 1806 7E01 64DE F97C F245 AC2CF586 D05B286F 16F492AC C43B8EA7 2AEEE87F 977F68D8 CCD7E99A 38BE563B 84109C09
1 0 DF F9 75 6B 38 D6 0E D6 60 0E6F 2608 7761 2C7A FC44 A27C 86E4 2B4C 0576 BAFB86B4 A3547993 0FFB9015 0D186F4D 23C7BDF0 14761EFA 68BAC498 6AC56882 3C75FB59
2 0 B4 96 AC 7A 8B 1F 74 24 56 8438 737D 2DF2 8F89 A73C 36CB 3244 B460 B794 5BD24477 8477ECAE A2CF0BB5 8D4429B3 6688B573 8245A843 28383056 F9C916D2 0B5C7498
0 0 EA C5 66 7E D1 DB 20 17 B8 6020 98D0 FB18 D8D5 8C43 37B2 DCB6 7208 9942 9259FAAF AC3E5447 A47E1505 F973B364 F0229D82 B37E244E 5C07AF0C 35F67D56 43E80417
1 0 25 98 35 3C F0 86 0C 3C 21 79CE B480 CE75 DFA0 7C05 09CC D789 DDA4 E86C 5DDB0121 4F71F6D5 C4D0D135 57ED8444 355AC3DB 58A8D5BC F2FC2047 552E8EE9 B30372E1
0 1 8B 56 EC 6F 92 BA 6E 64 76 7642 1392 626A E1CF 75D7 E6E3 F075 E141 C6CA F9D552FB 6EC95904 C43E9939 D096FA81 8CB7410F 4CFAF5D7 BC7C9740 4F1DB4F7 48974CF1
1 1 A1 FB 53 64 AD 21 76 0D 78 A77B F99C BAF0 A695 0BBF 265A B98E EC55 3E83 A7DF0C74 FC0CE5C2 0696ACFA C863081D EF816B38 8D71F62F 5C7AB9A7 C7A4B51A 33B26F17
2 0 C5 39 4B AE B3 C1 C0 2F 6A E0EA 6CC1 C936 5026 91E9 0F8C D396 0848 F383 D8824C2D 18609932 FF42FDE4 E760E409 34F08D6D C3ADE68F F6ECADB7 5B9BAB7D FB52F317
2 1 DE 34 92 60 C1 36 BD 99 8A 219E 2C43 9285 AB18 770D A587 42FA 0F68 45BE 38B29130 71DB848A 56CFF90D 3CEBD87E C0C3049B C7F9CE66 B8E2D111 99F50334 36754AF3
2 0 56 EE 2D 9A 41 60 F6 7F 1C 8F99 D96E 5D99 F9AA 40B5 869F CB22 93ED E1A0 E9544514 54B31321 6528E6D3 A7AAE280 BC0B9B81 F52EDB5B 9D17C238 4D34986A 088F7C2D
2 1 0E 46 55 EF 19 BE 17 93 A5 B2C5 E3F5 994C 753D 3A7B 1C55 D200 F4B5 ABA5 9A6B22EA 40D45328 1030250C 3C719EA8 FDC600C9 59E2FDF3 EB15EA9D 49FAEFA4 4480685C
1 0 E3 B3 19 42 19 68 E4 BA 2E 9B30 FD7D 2E15 DBCF 635C 700A A4CD 32B1 7F32 73655FCC 7FB4F1B9 69EE6497 42A2BB02 24255359 A65CD457 9AD665EC 9A24609A A13057E1
2 0 1D B3 BA 4A BF 48 5F AF 61 790A ABBF 2928 860F 970D EAEB 1305 E7B9 7533 C260C4B4 5BD68F33 9A164474 E8AD90A0 F0A69DF0 C5671575 E9138D1B B6930BE3 A97E1994
0 0 79 60 7C 30 5C 1D 2E 3B E4 BFD4 7FE3 B8FB D7FE FA8E 6C2C 837F C9FD D0B6 7B21FD63 9E9815D0 22A7D381 99BEE2EE 0D8D73D1 CF2E5045 8B7075DC EA1E27E1 297E61BF
2 1 B7 E9 54 C0 2A 18 EA E3 86 D209 6D5F CAF0 E51E B44B 24B6 2A23 5FF0 ED49 9332C571 59EAF826 5211D98F 8BF529E4 0C836547 EF1AC409 BABD757C C465E2E6 2A558D47
1 0 6C 84 95 32 BD 27 2F DA F1 B6BF 6DA6 2897 2E9D 47C5 0F04 B096 A0BD 841B AC84CCB2 6398DDA2 71462BA6 3840E3E9 5029E54B 249AA8B0 2AA74945 F64637BE D6BD80D6
0 0 AA E7 3B 15 9F 35 E3 FD 1A 95DE B3EB 07C9 088F 95EA 1267 8322 EAF5 44BE F2B0738D E579B9F1 723F96C0 9BE91601 619BE4DA 926715A5 A7AE75BE 4102565D 8A46FBF2
2 0 A1 69 13 3F 83 3B A1 78 38 F1A1 ABEA 4935 ACD1 C3E3 C63A 91E0 B7ED C808 25037072 6B54DB49 5FA6FC87 2B622F21 056EC95A F8CB6E53 F26C6C1E ACD37D72 4FA9C1A0
0 1 E3 FA 76 A7 6A 82 3B 37 3C B660 A5EA 62EF BC20 A094 3418 150B B41E 34A2 491AAD4A F1B943A7 022BE197 F0608ED0 9949D08D FB3DE360 AC2DFB73 4DE52727 38546D9B
2 1 A7 22 7E 7D 31 3C 51 0A E8 C804 C113 5AA6 C35F B362 9049 3183 64BD F2A8 2268B360 7E8DC090 D295B111 6722FBD7 45CBAFEF E8246A8A 34BB6BD1 603AD9AA 00CC28E0
1 1 D1 0E EC 1A 67 99 06 E4 7B 4326 D34F 0A34 2CC4 A9DB 896A 0874 4728 7FD9 E08D9115 6FBBA5A2 87E5B8A6 BDDE96CA 98B24795 6D6D4AC4 0298AB0D 6BB30376 526B3454
2 1 15 BE CE CE 88 C8 26 87 16 A44D CCF1 2519 ED64 322B 33F7 9B84 7900 F22C A7F589DA 76C43B51 3F9A5ACC 388DF7A0 5D2EF820 0B3BCF77 4D0B9ED8 2084F1EC 68961002
2 1 A7 F7 E0 15 3E 4D 81 3D B2 E269 EEE0 818B CFAD EAB7 EA94 89F9 A37C F506 4E69B125 4817792F B9409114 A4FD2EC1 0EF250BE 5317AB87 B6F4FCFC 624D4A37 D6A76C4A
2 1 BF 38 41 D7 D6 19 89 88 69 4D92 8CDB 198B 3FB1 EDD0 7072 51EF 50A5 EDE5 D7106E8C EA595E17 DEC295F0 471DC97A 4148D0D6 1379B5CC E6C5C3C4 D1A54D96 2AE7606C
0 1 2F 60 00 F4 89 A4 01 EB 47 D526 F96F 80A0 ABF8 71DC 5F52 3E04 7BEA 043A B0D5F8BA 51D4FCF4 35CBBADC 57D721C3 54E3242B 5C51E051 D81C57BB 53B096DC 5B40CC3F
0 0 D3 73 D2 72 B9 9D 1E 69 25 1370 D659 63C2 9A69 9ED7 EC69 318A A1AB 72DE 2EF06B86 28523A12 3DA2999D DD53C20F B3C25722 2CD9D4B8 6A1084FE FB570C59 82DD7EB8
0 0 D1 78 1D FE 32 BB 74 D3 FE C4AF C421 883B 3AC2 5C1D 4B17 ED40 596E D087 221BE6CA 2169204A C6D16956 9EF2B976 AE1A721A B5BC8CD1 B2D4A9D8 28DECA55 8F3614ED
2 0 25 96 B1 33 A5 41 67 66 C8 44E3 EF4A 1598 E402 76C9 90DD 81FE 7833 7862 FD0CF6DD CF1D7FC2 3F37AD24 0F5EE63B 020B5B60 7C700BE7 5F5DDEE0 48F8B53C 9CA6F3FD
1 1 73 CE CC 7C E5 C4 7D CA F8 4D76 DE89 41E5 FE4D A22D 4233 0A12 1269 9BE7 7DE84D51 B58E0607 106B6915 271BE6B3 D08F0517 C6DF347A EBDC30D2 BB9E1998 C78E4F79
2 0 4A 1C F4 D3 A7 C1 FE 75 07 BB17 9D5A 74D0 6F14 C1C5 D23B 433D 2750 A4BC C7C16D33 7BC85847 5E381834 4984BFF4 DB86CFD0 ABF87474 F9A8BFE0 ABACFADB 5873BA7D
1 1 01 A5 86 AA 4B 91 89 13 44 FB8A F2EC 76A3 90B9 B886 64E6 A3F8 7370 980C C6AB5E39 C3849A9D 92CB802F 4B2265ED DD1D7107 EA635433 AF725660 D15CDC0B 5F4BB8B3
1 1 04 20 57 1E 76 16 E2 87 7F 0C9B 5B67 B064 6EFC 0AFD A16E 2457 1AD0 C7E5 315C669A 87231D9C 3DF0C536 AC64A84D AB29567B 24BD4953 C117DFB9 96310CF5 0691F600
0 1 DD 8E 0B FE E1 6B 62 24 40 BF66 0A92 7B02 7746 6F57 C413 9C14 756D 6213 92AB093C 68A8F298 8DCBADDA AC31B171 025016F2 17A277E1 739CAE96 21C55EBA 69D2DD40
2 0 82 50 7B 25 12 35 16 98 BE C8AC D627 3EC8 27CB 3CEB 0FE4 CF07 3488 AF98 C90A2B3E B20E9920 8F025C34 3B87E7F3 6F6926DE 50B2B3E0 17B424DE AAE2966A 5B3542DB
0 1 AD 98 E6 C8 E7 75 02 A9 18 0E3C FFD7 8D16 0E5D 2F4F FBCD 5691 C4AB 40F0 DD881ACB 582CE92B B240C95B 86A9AAC5 3501A8EC BBC75396 FB984440 A27E810D 73A6843F
1 0 55 74 FB B1 1E 3F 26 30 B3 2EA7 49AF 21FA E74A 6AC9 4CFC 4EC6 7D3B 4CE5 BFEAE349 A17DF6D9 0B681B7F 3138EA03 6E4A1B3E 9B107EBC 043FE784 7FDF46BD AA54C98D
0 0 C2 97 EE 19 FB 9E FC 1E 27 3059 5E88 7264 A877 B789 707E 7AD6 2A62 F64B B96F7866 C0548760 0FB71239 BFA63845 3822AF08 BCB2ED5D 922C4BDF B4703B92 107D6F4E
2 0 76 62 7C 89 AC 78 43 F9 7F D978 545A D549 414D B6AC 505B C603 6982 FC33 A2A707DA B9F14738 5F355B22 D21CED1D 2938578A C11CB2B1 FD1EE6F8 6013CE4E EBF56336
0 1 03 5E D5 11 25 4D FB B0 20 3B0D 5D42 8314 57F4 9E11 1B67 60BE AD96 BC4F 98E06E38 4865B5DB 262D8CB8 68199945 6241B3E8 17C479BD 7C13CE83 4693CCBC 2F368CE4
0 0 4F 15 16 DB 27 5F F6 94 F8 F1D3 48CA 26B8 E16F 19B3 AB47 903F 77D2 7FDE 5FD87AFB 9ADD5E6B 07595AF2 50B03917 7FF430AA 550C7164 961B3756 9998EA76 12A8A837
0 1 13 EF 34 DC 62 25 15 7C 1E BD01 3A55 D278 2D71 4A87 64E7 1EF9 4C80 6680 BAEA765B 2CA2D885 F0406D1F 0433BE2E E11DCD8F E94025C4 B2CC4B55 BE6B5635 529D7C1A
2 1 83 C9 A4 D1 51 4C C1 06 CA AFB3 99C3 F272 A3C5 2CF3 FD62 5686 D563 4B46 CE4B5C5F ADD29057 CB327288 CE93F021 8CE1271D 2E6EB890 D6B6D47D 5D5F42A8 8A083E2C
1 0 09 EA 72 48 5A EC 3B 11 B7 414C 2B3D 1E1D 6C32 647E FA38 B1E0 EDC1 92DD 17F3F299 F15ED07D 288BD297 CF71CE6A 4E57EFF4 A8AC0EE5 4AACD336 51CD6A61 6B8C291A
