a0 a1 a2 a3 b0 b1 b2 b3 c0 sim_hex sim_val golden_val abs_error
C2C4 48F0 C832 419D 4477 C039 484E C519 476D D731 -115.062500 -115.072639 0.010139
25C4 BA3C 4531 C3D6 4043 415C 47A4 C345 C260 5216 48.687500 48.678706 0.008794
C2C3 3CBC BCEC C6D9 C002 C377 3EAD 462C 3B52 D121 -41.031250 -41.044170 0.012920
4630 C6EE 41CB C87C C7D4 44B8 C7CC 458A 466F D897 -146.875000 -146.964386 0.089386
C1E8 44FC C4C2 C01B 482A C612 435A 47E8 44CB D53D -83.812500 -83.775848 0.036652
C85A 482C 4877 B353 C2D0 44A9 3F59 3BB9 C37C 550F 80.937500 80.968132 0.030632
4547 4660 36FF A96E C4F2 C82A 4609 B2E4 BEE7 D4E5 -78.312500 -78.267455 0.045045
C865 47E7 482A 3E90 BCD4 3E86 C27D BC51 4117 C17B -2.740234 -2.746803 0.006569
4509 4187 3F34 C6EC 4829 C6BC 4745 47AA C3D2 CD27 -20.609375 -20.586533 0.022842
429D 42F9 C7FC C3D1 B824 3F2D BE51 3E76 44CA 4BD0 15.625000 15.627375 0.002375
48B0 C68C C4DE C08B 4135 343A C520 C87E 45C7 549D 73.812500 73.808083 0.004417
41C2 BD32 4765 C811 3291 3642 4642 C5CD C086 55B4 91.250000 91.271301 0.021301
4807 C777 C8E1 C1BF 434B 3BD2 B1BD 480A 48DC 4929 10.320312 10.333817 0.013505
48B8 C17E C16B 3653 C6DE C845 C2D3 48C0 414A CE6E -25.718750 -25.717129 0.001621
C623 4759 C6DE 48DE B085 420B C806 C375 48ED 527D 51.906250 51.883743 0.022507
C7CC 3D92 47D2 47DC C1AC C7E2 C7AA C50B 3DB8 D570 -87.000000 -87.006241 0.006241
C5BA 4841 4795 4440 434E C7C6 C27E C0DB BF57 D7BD -123.812500 -123.815140 0.002640
C4AF 4780 4074 44C3 C654 48BB C2E6 C665 47F5 5467 70.437500 70.423569 0.013931
C88F A786 391B BD91 28AB C54A BDC1 4568 4818 B6F0 -0.433594 -0.430911 0.002683
C55F C40D C6AA C069 4418 4646 45B5 3F09 C46A D5DC -93.750000 -93.724581 0.025419
C62E 4719 C877 B3AE C44A 3F29 C635 BE62 4837 5677 103.437500 103.449638 0.012138
3B85 4725 C531 42F3 41BC 36D2 487B B91E C868 D27A -51.812500 -51.814411 0.001911
444F 4565 4139 C8DF C795 474D C60E C577 46FC 5264 51.125000 51.129532 0.004532
C843 BF69 4590 C814 46EA C649 426A C831 C686 500E 32.437500 32.399906 0.037594
4614 C7D6 C4AD 4599 BC2E 4636 C8EC C5D3 C713 D215 -48.656250 -48.668655 0.012405
4404 C48B 4517 48F9 C84B BB7B 3FCD 48E3 4720 5540 84.000000 84.021116 0.021116
C2B9 46F7 4633 C453 48D6 C220 C684 4819 C816 D84F -137.875000 -137.842163 0.032837
3EE1 C828 C850 C6AD C7F9 3A0A C07A C46A 3B87 4F6E 29.718750 29.727657 0.008907
C318 C1D7 4252 C79E 42E2 41C6 46D5 346E 449A 42E6 3.449219 3.447758 0.001461
48B1 C72E C7B7 C864 C80D 46EF 44AC 43B2 C6D6 DA53 -202.375000 -202.462433 0.087433
C58C 4871 C8FB 4374 37B6 C6EB 4296 45BD C6B0 D524 -82.250000 -82.228737 0.021263
44C8 4894 44C9 C38D 3C97 B913 42BD 43DF 45D5 46C8 6.781250 6.774364 0.006886
48E1 C813 C6ED 4692 3C5A C362 46E1 4004 398B 46ED 6.925781 6.937653 0.011871
44A7 C88B 44EB 4547 C0F7 BFA9 C8F3 45BF 3E75 C973 -10.898438 -10.890991 0.007446
C0B1 45C2 C85E C543 478F C8E8 310D B53B C6CA D50A -80.625000 -80.676343 0.051343
C6A9 431D C027 3E77 46D7 4852 47EA 41EA 4818 CC93 -18.296875 -18.287098 0.009777
C4FF 3845 C3F6 4696 C436 B86C C303 45A5 B705 5477 71.437500 71.434022 0.003478
47EA 4613 45FA C754 410D 441E C8FE C20F BCCB 464F 6.308594 6.323380 0.014786
BC85 4239 44DA C296 C85F 4538 487E 480E C78D 506E 35.437500 35.448448 0.010948
4859 C892 B6A1 47A2 430A 46A3 C8AC C2C3 3FE5 D241 -50.031250 -50.020988 0.010262
3433 C151 C1CD 3BB5 C7FF C089 4787 C118 374B CCFA -19.906250 -19.900933 0.005317
4474 48B6 C434 C38C 442F BFB4 480C 4896 C876 D4D1 -77.062500 -77.064819 0.002319
4817 3B23 C8C3 C62A C51A 3C18 4819 C10A B755 D67D -103.812500 -103.791439 0.021061
C20A C473 C342 AE91 4605 3A7A C0C6 C14C 4586 C755 -7.332031 -7.321772 0.010259
3937 476C BD2B BE9A C818 C42B C3B3 4523 3F41 D0BF -37.968750 -37.961660 0.007090
C319 C072 C53F C19F B854 41E1 4287 48EB 48E4 D0F3 -39.593750 -39.598064 0.004314
3EBE 4796 C4E8 C87A 45C5 48E7 C8C7 4585 48EA 55B7 91.437500 91.391319 0.046181
C828 C120 C64B C3FD BDFB C70E C8CD C15B C774 55E3 94.187500 94.170254 0.017246
48B2 403E BE5E C7E0 C504 4466 C208 46E7 4087 D551 -85.062500 -85.062378 0.000122
3F3D 3B2B 44EE 4855 C22A C8AF C6BA 48F9 48CE 5214 48.625000 48.646217 0.021217
48C8 C8F6 C1CB C806 C6D5 C7D5 3D30 C6A7 BDFA 5395 60.656250 60.657196 0.000946
C747 C8B5 464C C3E4 C77D C2E1 3E6F C8E1 C0A5 5829 133.125000 133.177261 0.052261
48ED 4542 C666 47F7 B4BA C66C C014 458A 48DE 4F8F 30.234375 30.223690 0.010685
3963 C8D1 C840 4180 C5B7 C1DA C86C C3EA C5BC 552E 82.875000 82.891134 0.016134
C8D1 48F3 C8F4 C0BE 465F 3897 3B54 465B C51A D54F -84.937500 -84.937771 0.000271
4539 C224 BDDC 467C C74D 4392 4817 C4B4 4219 D593 -89.187500 -89.181046 0.006454
46E0 C8B8 B454 4832 C567 C3A4 C8FD C4E1 C648 D1B4 -45.625000 -45.606499 0.018501
C626 33D0 C860 47BE 4404 3FA6 C771 C826 3DE6 CD77 -21.859375 -21.872044 0.012669
43F7 4067 BF06 4775 4295 BA3B BDFB 38B5 418B 4D4C 21.187500 21.176181 0.011319
480F BE4B C549 4448 C51D C83C C718 C8A5 C6EE D0AD -37.406250 -37.388977 0.017273
C874 412C C4CC 3FBD 4884 C46E 438A C8BC C41D D823 -132.375000 -132.402679 0.027679
C45F C70B C3A0 3C5C C7C2 BDF4 C243 C885 C491 513D 41.906250 41.910873 0.004623
C716 3802 BE65 461A C7A1 45ED 369C 48C6 C899 5697 105.437500 105.421800 0.015700
C8D1 C63F 410F 464A C10D C84B 40BC 4815 C695 5806 128.750000 128.704773 0.045227
3BA1 415D 488D 48EB 48A5 C285 AD36 48ED 3E9E 561F 97.937500 97.929246 0.008254
4888 BDD8 C8E2 C543 C802 C76D 478A 488B C605 D9E9 -189.125000 -189.243835 0.118835
424B 407B 380C C60B C0CE B652 46CE C136 C7DF 41C1 2.876953 2.872014 0.004939
3E5C C8FF 4849 42FC BD7C C6A9 3DB3 C0C2 C8DA 5352 58.562500 58.570015 0.007515
31B5 C736 BE2C C771 3892 4122 460E 44BC 414C D38A -60.312500 -60.328472 0.015972
48B3 C4A0 3DE1 4859 45ED 415D C89B 422D C605 5253 50.593750 50.583580 0.010170
C22C C8FF 39A4 C76D 4860 468D C6B4 4136 C5F5 D7A9 -122.562500 -122.489487 0.073013
3E62 C8E9 AD72 4701 C7EA C800 46E0 C687 C8E9 48E8 9.812500 9.811844 0.000656
3EE4 C713 C734 3C25 C8F0 45F7 C262 424E 46BF CE8E -26.218750 -26.207401 0.011349
48D0 C1F5 C883 B842 C5FE C477 4543 3A89 4553 D56F -86.937500 -86.965542 0.028042
43BA C879 C4D5 C52F 481E 3940 BC62 C7C2 B7E8 546F 70.937500 70.955025 0.017525
C43E BCAF C86C C16E C546 C1A4 41C9 C75A 47FF 4F02 28.031250 28.046410 0.015160
48A3 464A 3940 C209 C88C 4667 C892 C7FF C5E4 CFF8 -31.875000 -31.825905 0.049095
C737 C77F 4809 4507 455D BDFD 44E5 4882 483F 541D 65.812500 65.844173 0.031673
4441 4788 4578 4005 C7CE BFAD 439F BF5E C785 D0C0 -38.000000 -38.034649 0.034649
C673 C4B7 C002 40E8 C336 46C9 C66F B450 C225 36D4 0.426758 0.420364 0.006393
4873 4878 44CE 44A7 4300 47B3 C8F7 4877 C826 5557 85.437500 85.494354 0.056854
480E 48DC B854 471C 47D7 4807 39A1 BC2D 4650 5863 140.375000 140.367763 0.007237
46FC C4C7 C89E C83A C671 47AA C60E 42AD C8DA D3F4 -63.625000 -63.610535 0.014465
BA0C C6DB 48A9 4844 C2E9 4100 3D83 BD8A C4CD CC93 -18.296875 -18.298946 0.002071
BD41 C8CB 4817 48BA C85F C413 4897 C7E9 C65E 518F 44.468750 44.481956 0.013206
C1B5 B7B1 C3EA 3FC3 C6DE 4883 48E1 3D3D 48B5 C9B3 -11.398438 -11.398833 0.000396
3C03 4385 C828 C751 41DE 4775 3EE7 C8E5 40A5 55A9 90.562500 90.577969 0.015469
C318 4557 42A2 C45F C04C C8E5 C29F C4C5 C647 D122 -41.062500 -41.060219 0.002281
3550 4014 C2D0 46F0 44F7 C82D 413C 38F5 4265 CC33 -16.796875 -16.799728 0.002853
B941 4657 3C14 C6DF C2C0 440C C704 C648 48AB 5494 73.250000 73.215393 0.034607
3BD5 BD6B 481C BCF7 B54C 3D83 C66D C0D2 C605 D341 -58.031250 -58.030407 0.000843
C041 BDED C834 C66F C00A 4867 C4E1 C8A9 488B 5655 101.312500 101.314133 0.001633
BAE0 C828 B1EB 4685 C853 4276 3E73 C0B2 B4B5 D06A -35.312500 -35.319002 0.006502
C880 C3C6 39C8 35A3 484C C483 C821 4002 4214 D3C1 -62.031250 -62.030499 0.000751
3882 C3A7 C6A2 C840 47F4 448A 43B7 C843 458F 50F1 39.531250 39.536423 0.005173
4181 C8BE 410E C60C C584 C81F C82A 3A41 B60B 509B 36.843750 36.840462 0.003288
C28A 44E1 45D2 BEEA B749 C640 47FC C0D1 C524 4C1E 16.468750 16.489076 0.020326
C1FB 3CB7 4081 C6CF 4020 3E0A C530 40DE 46CC CE76 -25.843750 -25.842264 0.001486
B824 C09C C01B C46E 4024 42DE C161 C70C B447 4EDF 27.484375 27.483944 0.000431
44B8 BF41 C669 42E5 4664 C831 BE01 B3A6 4465 5352 58.562500 58.549878 0.012622
4021 40E5 BE0D 44E8 4050 BCE2 44F4 44E9 C2BE 4B59 14.695312 14.690884 0.004429
B60D B433 AA97 C0B4 C0E0 C7FB C819 47F9 AFD8 CBB7 -15.429688 -15.432555 0.002868
42B9 43BB 48F0 C442 C77E BD30 3DBA 458E 4114 D0A5 -37.156250 -37.170731 0.014481
4883 C87A C86A 4236 47D5 4592 C6F0 C590 41C4 543B 67.687500 67.653900 0.033600
C0C2 C5DD 4321 44DC 412E 4319 45C1 C394 46B7 CC8A -18.156250 -18.156876 0.000626
C648 C682 C33B C618 C3EE 467C BE67 47E8 41A7 D31B -56.843750 -56.860968 0.017218
40ED 465B BEA5 C5BF C8F1 B9E4 48E3 4330 480B D33B -57.843750 -57.819061 0.024689
4499 BD37 37B8 C420 C25C 453E AFA1 BBD8 3D5A CC08 -16.125000 -16.128589 0.003589
3A1D C164 3F1F BC3E C5E7 46E9 4614 4038 C271 CC72 -17.781250 -17.772436 0.008814
C520 C82B C0AB 43E9 36C2 BFF7 47B9 3F4D C70F C2E0 -3.437500 -3.430365 0.007135
C61B 47E8 C8D9 209D 47CC C670 C617 B807 41B9 D093 -36.593750 -36.600331 0.006581
C828 47A5 452E 28BD 46A6 4778 38CF 4076 C897 C426 -4.148438 -4.153788 0.005350
C04D 476F 484A C873 C579 C78D 40D0 C180 3E31 4099 2.298828 2.298576 0.000252
45FA C199 BD8C B9C4 4653 C705 3478 C259 C48F 52DA 54.812500 54.785038 0.027462
C580 C50A 3CD9 45C1 436F C7E8 4877 48A9 44BC 5589 88.562500 88.582298 0.019798
C82C 48D1 C75D C7D1 48A5 4815 BA7D 4871 B692 D3D8 -62.750000 -62.733168 0.016832
480E C4C4 C50D 4740 47EF C6C4 48E2 488F C01E 56F5 111.312500 111.295898 0.016602
41EC C80B C8B9 B6B6 AC8B C563 457C C84B 48D0 44C5 4.769531 4.771087 0.001556
42F1 C5E8 44F0 C7F2 C1B4 C856 C4DE BDE6 46A4 5075 35.656250 35.646454 0.009796
C116 463C C7E0 A8BC C82C 3E1E 31EE 47E2 C86D 4D0A 20.156250 20.149720 0.006530
454D 3EFA 4306 BB0A C8D4 BD87 C8D4 C5E2 46FC D4B5 -75.312500 -75.345259 0.032759
472E C885 B9F7 C360 47D7 BC95 3F3D 4597 C4EC 50F8 39.750000 39.758296 0.008296
BF1F 48C0 4641 22AD 483E 4119 4553 46FA C334 50DD 38.906250 38.895927 0.010323
4583 47F8 3F1E 3E64 47EF C8B0 48AD 467A BCD6 C533 -5.199219 -5.201752 0.002533
C6BA C3D9 489E 39E1 4710 C588 C5DD C507 457B D4E3 -78.187500 -78.160353 0.027147
2325 43FD C5F5 3F7B 40C2 C585 C5E2 B8E7 BF8D 48FF 9.992188 9.997820 0.005632
C197 C88A 422E 3DF0 B8F2 C5B2 402F C8D5 4756 529B 52.843750 52.884649 0.040899
C0AC C18F C8D9 C789 C0FF 46A3 42EE 46B7 C09F D632 -99.125000 -99.110817 0.014183
484A C74B C03A 43AB 41C1 3D1A C74B C09E C4BE 4C4D 17.203125 17.196274 0.006851
C839 3CFA C687 4418 C48E BE7C 3C3B C8B9 47B7 BDAB -1.416992 -1.406445 0.010548
40B3 3DBE C5A9 C40F C772 3F3A C5B4 C650 36DB 516E 43.437500 43.428860 0.008640
C8C3 48D4 C063 BD78 C774 C519 44FF B771 46B1 4C8A 18.156250 18.124166 0.032084
4362 463A C80E C29E 4049 3D67 477F BF39 C86D D1EB -47.343750 -47.347355 0.003605
465F 3C28 C20C C87B 3A1C C7AE 4822 463D C38C D57C -87.750000 -87.779137 0.029137
C76A BA8D C1F6 C886 4657 435D C001 C841 C056 4FB0 30.750000 30.749206 0.000794
3D49 C34F 4807 BF9F BF81 C82A 45CE C7A7 3E99 55AF 90.937500 90.938899 0.001399
C36D 4068 4505 C762 C758 C87D 46A0 C59F C131 54FA 79.625000 79.648224 0.023224
3E2E C4F5 C7DE 45F9 46C7 C1E7 402E 4862 C1AE 5346 58.187500 58.172546 0.014954
448F 42E3 42A8 47EB 4727 C42B 4596 3D43 48C6 5319 56.781250 56.805920 0.024670
4702 C864 C803 3C32 C851 429D C7A8 41F8 4442 CD31 -20.765625 -20.716217 0.049408
C866 C7DF 3D60 4580 C816 C5FF 489F 43D9 C3EC 58A9 149.125000 149.122086 0.002914
364B BD05 404B 448B 4751 442B 4330 C618 44EC CC5A -17.406250 -17.400605 0.005645
47CB 4891 4186 C36E C371 C47E C255 C00D B148 D477 -71.437500 -71.406303 0.031197
44B0 B589 4898 C69A C44F C88B C547 46D3 C6C3 D756 -117.375000 -117.351099 0.023901
C68B C430 4696 C79F 48F1 4762 474C 4779 C8C4 D720 -114.000000 -114.002762 0.002762
4231 C4DE C7DF C8F4 C8EB 4118 C595 BC57 BFA6 48F4 9.906250 9.927216 0.020966
C145 C1BA C339 37CC C67F 31A2 4552 4573 406B 408A 2.269531 2.262694 0.006837
47BB C526 C7B4 B974 C76E 4876 C6AC 48C4 C804 D427 -66.437500 -66.502533 0.065033
C8FF 442A 4416 C6A8 4498 C736 478B 37D0 4667 D13E -41.937500 -41.956085 0.018585
C59F C429 46D4 4817 C7B8 47E2 C193 4653 46FF 5249 50.281250 50.289581 0.008331
45A9 C65A 42FB 3E63 C1C4 3A76 41C7 C6C7 BC8B CDD4 -23.312500 -23.321648 0.009148
C39B 354A C343 BE5E 4637 4736 C88A C6E7 C65E 4C16 16.343750 16.331631 0.012119
A9DE 44C2 3E68 4666 C876 48C0 C88B C5DE C74D CAE3 -13.773438 -13.785136 0.011699
48C4 3BCE 45C0 B710 3CA5 B8C5 C463 42F9 BEA1 CC7B -17.921875 -17.934335 0.012460
4354 434A 4186 44E8 C523 C657 47CA 48F6 4797 507B 35.843750 35.853226 0.009476
C7E3 48C4 4415 C5DD 3D36 47B7 47D3 4641 4769 541F 65.937500 65.938255 0.000755
46D9 48B3 1D75 C708 2896 480A BA02 BFF3 C69D 5539 83.562500 83.523041 0.039459
C88E C736 44B0 47A8 C8EE 3020 37AC 4816 C87B 5886 144.750000 144.735809 0.014191
464C 4400 44E0 C815 C5BC C415 C71D C526 C82C D2AD -53.406250 -53.425598 0.019348
BC3D C495 C1FD 4733 C8D8 B417 C891 4842 C7C8 55C5 92.312500 92.305346 0.007154
C7BF C195 BC74 C886 BDFB 4457 BEC5 450E C861 D2A4 -53.125000 -53.134094 0.009094
3CA9 C702 C0D7 C515 C667 4247 C749 C697 3946 4D95 22.328125 22.324276 0.003849
C4C3 C694 C82B C8D9 4881 C567 4846 C8DC 4880 4E26 24.593750 24.624725 0.030975
C0C6 46CC 4707 405E C6E6 3EF3 C6F0 3984 476D C9C7 -11.554688 -11.548058 0.006630
C1BC 4475 419F 48CE 3DDC 3C97 4750 C8ED C4CA D4E0 -78.000000 -77.990009 0.009991
C62A C5DD C2D0 C360 C69A C699 C803 C726 C8A2 57BD 123.812500 123.800430 0.012070
B166 BF6D 4721 4284 4661 474B C88E 404E 3170 D486 -72.375000 -72.373153 0.001847
C4A2 44B6 C4E3 48A5 BBB7 C572 4827 47C8 4550 4BE8 15.812500 15.825497 0.012997
C4B7 C762 C6D6 C6A5 B6CD 46C7 3851 488B C00D D722 -114.125000 -114.117341 0.007659
B852 457A C1F3 4631 C5A6 489B C8FE 483B 4633 586E 141.750000 141.778587 0.028587
486B C215 C0CC 44A6 C812 C85B 481A C155 48D1 D43E -67.875000 -67.874634 0.000366
C5C7 4807 449E 40E3 3FD4 487B C433 487E C8FA 52AF 53.468750 53.481461 0.012711
444F 44B7 C449 40BD 404E 3613 C8AE C4D7 4524 519B 44.843750 44.844251 0.000501
C4F9 C7F1 C32D 447C 486C C800 C081 BCA4 C546 4C4A 17.156250 17.158070 0.001820
3EC8 C8A2 4603 4880 C438 C639 C1F2 C6EF 4814 CD68 -21.625000 -21.612167 0.012833
4155 489B C129 C469 48BD 4733 C27F 4625 470A 54FE 79.875000 79.897152 0.022152
C8B5 48E2 41FF BEBD C8AD 48B6 4803 48D6 44DC 5A05 192.625000 192.667755 0.042755
C852 C418 42B3 C3D8 BEC3 BFD3 C5B1 C726 C8A5 4D93 22.296875 22.296196 0.000679
C271 44EE C50F 4102 C7AD C89E C5AE C6AE C8E4 CCA5 -18.578125 -18.576500 0.001625
C4D6 4381 448A C8E8 46CC 4900 BF9E 445F 3EB8 D1A7 -45.218750 -45.205124 0.013626
4899 C460 451F 4614 3C9A C56F C064 4871 41E8 5501 80.062500 80.051743 0.010757
3E55 4800 C810 426A C8C1 3948 4887 C496 458C D5C8 -92.500000 -92.499397 0.000603
C678 38EF 44BD 488F C258 C4AD C266 B668 B460 BDCC -1.449219 -1.448156 0.001062
C57E 3B6F C78D 419C 43C4 C457 48A6 3C9B C7DD D643 -100.187500 -100.190439 0.002939
47C6 B509 44F1 C5ED B4BD 4616 4624 B5EE 42ED 4FF3 31.796875 31.785067 0.011808
4797 C811 3E03 4813 48DF C872 C54B C4BE C79E 55C0 92.000000 92.033901 0.033901
3C34 C1B0 3FEB 460D 48A8 4589 C5DC 48DD 37B8 5139 41.781250 41.781937 0.000687
48B0 4644 C181 C880 44DE C694 C564 BFB9 C461 5008 32.250000 32.245636 0.004364
C49A C5C2 B77C C8FD C638 C65A C4B8 C123 2C62 55D1 93.062500 93.086258 0.023758
48A0 C85D 472C 45E9 431A 4045 C4F9 B8E7 483C CC26 -16.593750 -16.600660 0.006910
3CF8 3F5E 463B C81C 4468 3863 C5C3 3FCE C34F D223 -49.093750 -49.105380 0.011630
48BD C460 421C 4239 C18C 4165 3B83 B54F 398D D072 -35.562500 -35.553398 0.009102
3807 C689 BE78 B933 C6BA C884 C81E 468F 44CF 5458 69.500000 69.497034 0.002966
C377 3E72 40CA BA11 C53E 48BC BF8E C702 C477 4FCA 31.156250 31.150021 0.006229
42DB C1CC BA10 46B1 C2B1 4709 C3B7 488E C880 4DC1 23.015625 23.018589 0.002964
C804 C4DB C5FE 4850 4708 48AB 3BCA C6F7 46E0 D907 -160.875000 -160.831047 0.043953
C7B2 C33C B95A 3FC9 45C2 41A8 477D 3FDB 4888 D1D5 -46.656250 -46.662522 0.006272
4458 C8DA 4808 48C9 4640 C598 C814 C33C 4785 C9B9 -11.445312 -11.432556 0.012756
4789 C13A 45D5 3AEC BADC 4018 C5D2 C67B B579 D276 -51.687500 -51.703278 0.015778
C664 C69F BF8A 481F 47A7 4820 BCA0 B93D 3AA4 D69E -105.875000 -105.914806 0.039806
45BC 45EE C8AF C5D0 C1F4 4805 3457 C560 C195 5310 56.500000 56.510817 0.010817
3D19 C5E3 BDF7 4822 4639 46DE 45CF 4193 C402 CD88 -22.125000 -22.127411 0.002411
3DB8 4829 BD1B 4028 4694 4793 C5FF 3F73 C6E3 54D1 77.062500 77.061131 0.001369
4846 C08B C8BC 3A40 C80D C05A 4754 C1C0 C6C9 D876 -142.750000 -142.720222 0.029778
C136 C8BB C759 C8F7 C898 4862 C03B 42DB C2EC D50F -80.937500 -80.948540 0.011040
C626 4008 3F1C BBAB C8A6 C869 4502 BE96 3E30 526E 51.437500 51.408441 0.029059
C8CB 482D C798 41D2 46A8 43D0 45BB 489B 3A52 D1E4 -47.125000 -47.103546 0.021454
C083 47F4 3292 C88A 4730 C702 42D5 C8CB C535 494B 10.585938 10.568694 0.017244
C888 C688 3EC4 C806 C76E 487C 484C 4786 B5D5 D0B5 -37.656250 -37.614746 0.041504
C460 462B C007 C8A1 3D3B 4006 C4B5 4518 C8A7 D109 -40.281250 -40.295860 0.014610
4814 C66B C6E4 C03E C649 C827 C613 C745 C769 527C 51.875000 51.900284 0.025284
4139 C6CA C0F6 C6DA 480D C4B1 48DB 4089 40C4 4BDF 15.742188 15.764771 0.022583
C807 C56B 46D9 4371 3D40 3A16 B9F3 4783 C44A 43BE 3.871094 3.874083 0.002989
C418 3AC9 C316 3627 45A0 BD70 4433 48D5 ADFB D06E -35.437500 -35.435396 0.002104
4842 C259 41A5 C4D0 4154 BDF5 C712 4801 3CE2 CF76 -29.843750 -29.858389 0.014639
3E24 1E30 BC14 3D5F 47B3 3A5C B83B C271 44E9 4A7A 12.953125 12.948926 0.004199
46D1 2D73 4621 C4F5 3F56 C8C2 C1A8 4819 4655 D0FE -39.937500 -39.934718 0.002782
4891 4774 C570 4704 C268 30F2 C81E 4766 C84C 5380 60.000000 59.983601 0.016399
48AC C758 C7DB C8EC 4263 BE7A 4520 C80E 4892 55A7 90.437500 90.436523 0.000977
424A 4835 3CE4 C8A4 C6B3 4293 C854 C522 427B 51DC 46.875000 46.887573 0.012573
C7C3 48C2 BD45 C461 C643 C870 BFFC 3BA2 46AE CFAE -30.718750 -30.718086 0.000664
C881 41E7 47ED 4420 48C1 C8FA C775 B4E7 C258 D994 -178.500000 -178.556534 0.056534
C8A4 C6DB C32F 4839 C850 C5C5 C2CC C1C5 BD16 56A2 106.125000 106.175888 0.050888
4869 BDE5 3E31 C8E2 C36F 484F C520 459B C0D6 D6E9 -110.562500 -110.573494 0.010994
4523 3D58 480A 48EB B1F1 C5EA 483C C881 C142 CFEA -31.656250 -31.672113 0.015863
46ED 3EFE C8BD 3E92 47DD BDDC C871 4101 C6AC 582C 133.500000 133.515057 0.015057
C80D C8FA 388E BBEA C871 C8F3 40A6 C840 C49B 597D 175.625000 175.611530 0.013470
C208 C374 45D1 4278 45AA 3F3D C61F 4568 C202 D19E -44.937500 -44.945000 0.007500
