a0 a1 a2 a3 b0 b1 b2 b3 c0 sim_hex sim_val golden_val abs_error
36FA E7DA 3ABC CEC4 E1C6 C4F6 0CD4 C0F6 16D3 33C5 0.617798 0.617701 0.000097
38E6 CDEE 30D7 C890 DB64 CEC7 355B D1A5 C7D4 FC40 -0.003418 -0.003419 0.000001
1D24 3D7F 18C0 3BC8 C453 EE53 CDB8 CE94 2B58 D846 -0.370728 -0.370771 0.000044
19BD C6A4 D735 CBF0 CDDC 1758 3C73 2CC4 F6A2 C57D -0.828491 -0.828418 0.000073
3DFC 2DF1 1D46 2E7B CA67 39ED 2B97 38C5 3CDB 41B4 1.106445 1.106403 0.000043
CB0D 3C23 3CD8 0F82 3BA9 C1E8 D3A7 E5E1 1A3C B5BD -1.641357 -1.641380 0.000022
3EC1 25CB C014 EA85 CEA9 D533 39D6 34F2 EFFE B666 -1.600098 -1.600261 0.000163
38B2 36C0 15D4 E562 1C54 D6B2 13E3 DAE3 CEF5 CCCB -0.600220 -0.600272 0.000052
D813 3969 3018 D8F9 3942 36CE 2A4B 383E E5F0 0E18 0.047607 0.047631 0.000023
DBE2 E516 3E3C 1368 3822 2966 3082 3D58 D20E E2F9 -0.203552 -0.203504 0.000048
C914 CDE1 C7E7 3885 0EBC ECB7 F289 C8B4 E5AD CA68 -0.674805 -0.674765 0.000039
12CF 25A7 348D 3831 E7D7 2329 1915 EEEC 3C42 402E 1.011230 1.011093 0.000138
CC10 39C2 DFFE 2FA3 DA26 3178 360A 1B4A 37CF 44FA 1.311035 1.311087 0.000052
101C D36E 30F5 1B81 C94F E0D5 26B4 3F37 3769 427E 1.155762 1.155757 0.000005
335C 1B5A CEA0 25B9 37FC E584 243F 04E0 18EE 2938 0.394043 0.394050 0.000008
CAFA 312E 2577 32E6 11E4 1804 D23F CE62 3547 1CD2 0.200317 0.200333 0.000016
CB87 C8E6 2583 CEBB 3704 C725 280B F64D E307 0CA4 0.036255 0.036183 0.000072
EA2C 3489 3376 CB9A D897 C11F CD18 2DFC 3C2D D922 -0.357300 -0.357191 0.000109
C96E E767 3459 371D 3E14 2B5E CE89 C906 CB3D AE1F -2.234863 -2.234867 0.000003
3731 3DC7 EE75 D38D 2D7E C96E C3FC 33FD 3531 1828 0.127441 0.127477 0.000035
F269 D436 3294 1D97 C4F9 38AA 1AB4 3A9C D636 D4AC -0.427002 -0.427071 0.000069
C421 2E55 32BC 294D 3675 22EF 302C 232E EDEB E756 -0.135376 -0.135449 0.000073
CE30 19D2 F64B ED06 24BB F354 E3C3 09B2 1D9F 0B80 0.029297 0.029281 0.000016
E3D3 13C7 E637 DA1F 24ED F0E8 E518 1B0A EFC5 E579 -0.164490 -0.164515 0.000025
C38D 153A C02F CCF6 2EEE C123 344E D067 267F CF86 -0.514893 -0.514948 0.000055
2EC1 CCBA 0601 35A6 3F54 DB8C 3602 0C18 CD95 16A4 0.114380 0.114381 0.000001
02EB 249F C9E8 CAC1 D3B1 3214 CF75 2C84 DB6D EDDC -0.079224 -0.079167 0.000057
C585 C2F0 3187 C7AE 33B4 F181 3EF7 E843 367B 3B9A 0.862549 0.862546 0.000003
CCE4 E229 E70B 2F02 2239 C65A 1926 DA89 3B40 3584 0.672363 0.672357 0.000007
E3A5 0EDB C032 E736 397B 3D02 D4CF CC8C CA20 DDE4 -0.282959 -0.283009 0.000050
22EB CBD5 C87B EE9A C312 D1BA 3FCB C992 3106 E92C -0.115845 -0.115892 0.000047
3F66 C616 CFC7 DD85 3CAC 3CEB C778 3E8D D297 E33F -0.199280 -0.199245 0.000035
126D F821 C8AB 34D1 1DA6 3D18 E699 D2E1 C038 BD25 -1.178467 -1.178419 0.000047
3A20 D29D C845 D8B5 282A DB58 C9C9 36CD C5E9 EAC4 -0.103394 -0.103376 0.000017
C308 EECA CEC1 3241 E3EF E28A 3AFC EBC2 CA90 C038 -0.993164 -0.993134 0.000030
CD2B 3E3E 3662 D096 CDD1 C3C2 CB2F C24A C105 B887 -1.467041 -1.467095 0.000054
1C46 2DEB C71B 3476 CCCA 2504 CC6C 372A 18DE 41DA 1.115723 1.115738 0.000015
C361 3D3A 2B5F 21FE DAA2 D110 CAF3 F87D 39D4 2842 0.379028 0.379040 0.000012
C933 CEDB D101 FAA7 D616 19ED 015F D315 FC3C 1D1A 0.204712 0.204714 0.000002
2053 1882 E025 3150 F4C7 C50C C0AC 3FD2 2EB2 4242 1.141113 1.140967 0.000146
D1C0 E7FD 3C3E C21F 2FA3 27EB DCE4 3B05 EF4E B998 -1.400391 -1.400274 0.000117
C2F1 CF8B 21B1 E089 C4E8 3E22 1553 C581 3AD3 45A0 1.351562 1.351689 0.000126
3FFF 31C3 03CF DB39 DB39 E48B EFFA 1D4E CA77 BD5E -1.164551 -1.164654 0.000103
D464 09F7 C583 E1D8 1933 F2C5 D3B0 3FC2 3258 3506 0.656982 0.656951 0.000031
FC92 181D C80C DAE3 E22C C076 14D0 DAB0 1AC2 1213 0.078705 0.078681 0.000024
C7E6 2086 1BFE DD86 C3AB 1D23 CE3E 2105 3D9D 476E 1.464355 1.464496 0.000141
314F 362A 3E94 26E7 D448 EFF5 C881 C886 D296 B4C6 -1.701660 -1.701541 0.000119
C4A1 2934 1314 3CA4 C539 23CF 393C D9DE C96F EA14 -0.108765 -0.108839 0.000075
DE7F 383C 18FB D74B D1D1 1A11 198D 3B2B 395C 377A 0.733643 0.733771 0.000129
C3CB 1FF0 1B80 CB59 365A 38D5 C9AB 301F E501 BF48 -1.044922 -1.044801 0.000121
1832 3BC9 3FD5 C15A 3776 1BBF 0F48 0EB0 F2D6 1E0B 0.219421 0.219443 0.000022
E328 0C41 E5C3 3475 E863 CD6E C1B9 372B C9E4 EED8 -0.071533 -0.071524 0.000009
C54D 1673 36FF 230D E350 CF48 1B49 34BB CFEC EE34 -0.076538 -0.076462 0.000076
2348 3009 DBC1 E2AE E5EF DAE5 357C 3D3A 1DA5 D647 -0.401917 -0.401920 0.000004
3FB1 D7E3 E42A E4C2 D9FA CBB0 07E3 D304 C6CA C5FE -0.812744 -0.812734 0.000010
3DE4 C100 1C20 3EC1 F7DA D6B4 DD65 DB24 0C86 0C76 0.034851 0.034802 0.000049
CF29 36A8 1F35 1D9D C169 C6DB ED9D 3CCF 3AA2 3E70 0.951172 0.951214 0.000042
F04F E634 D1BD 3674 CC1B 3FC6 E889 E875 F27A E41B -0.185852 -0.185861 0.000009
2843 13DA 0CD5 C5A5 CF56 C16A CF50 CB79 C7D1 CEF2 -0.532959 -0.533006 0.000047
CF81 2D99 DD5B 1ECC 2433 3F81 31D3 2F07 18A2 2826 0.377319 0.377301 0.000018
3B5B 31C5 DDCF 3B81 C599 0D83 C270 CA39 3387 D6CE -0.393677 -0.393514 0.000162
CBF4 CF3D 19FE DDE3 24F8 3023 1DBF 1914 0E72 D4C2 -0.425659 -0.425650 0.000009
C50C D473 1A60 E3AC C7DA 2AF4 C76B D0EA 1951 3234 0.568848 0.568928 0.000080
C446 0793 1752 33D0 3838 CB04 C299 C70A 3867 D04E -0.495239 -0.495268 0.000029
E5F8 CB78 E767 3F29 1DD0 1604 35C3 E4AF 16B5 DFD4 -0.252686 -0.252718 0.000032
CED8 0821 3927 DF18 303F CA8B 34D0 DE6E E7AE 1AED 0.170715 0.170726 0.000011
23B2 2577 CF6D 10C8 D73D 1C74 CBF6 3FC3 F13F 224C 0.285889 0.285870 0.000018
E43D C15D E2A3 3745 C113 2382 F04E C69C 37F6 10F8 0.070068 0.070136 0.000067
14D7 3A34 E6D2 30DA 1A29 3671 1A7B 2E90 31A5 45EA 1.369629 1.369559 0.000070
D3E5 C8EB 3125 CEB6 D39B 3713 349A C6AB 3A83 446A 1.275879 1.275837 0.000042
3EA5 C5E3 D574 CE99 D4D2 C81A 0D36 C95A F1D5 30B9 0.522583 0.522571 0.000012
E068 CF28 E677 3CA2 25A0 C2C4 22B6 2905 C65B EBA4 -0.096558 -0.096607 0.000049
D215 C201 3F6F 22D3 EB8F 2CA2 CC87 C3C0 C50E AF6A -2.073242 -2.073385 0.000143
301B 398A 1304 3C8B 2F05 E7A2 C185 30C7 1273 336D 0.607056 0.606910 0.000146
C286 3589 3FD4 D36A 35AB E407 0ADC 196F DAC2 BE11 -1.120850 -1.120718 0.000131
E0D2 214E E059 3884 F233 340E 2440 E2DA 1B0F 1720 0.118164 0.118216 0.000052
ED84 028E C6B1 C6D8 CA00 3F2E 2EDB 0F93 35EC 242A 0.315063 0.315029 0.000034
3518 0B1C 39BD CD7E 2EE9 22FB CAC0 CBAB 39FB 3F19 0.971802 0.971853 0.000051
1087 C4D3 F372 2672 E681 D525 CA08 DFB2 2F06 3886 0.766357 0.766295 0.000062
3F48 C7EB 2E5D DFBF 3F6D C665 CD8D C55F C8DA 38DA 0.776611 0.776603 0.000008
1F46 CE45 E428 354F 2152 3CB3 240A CAAF C5C5 B3F1 -1.753662 -1.753562 0.000100
C6FA 31E8 35FC CAD6 3642 E999 1060 0A66 CF22 BE50 -1.105469 -1.105554 0.000085
CA84 3465 EED8 1D13 33CA 3C3B DB6C 3DED 3AE4 4339 1.201416 1.201437 0.000021
333E 3AD5 C123 18A4 277C 0F4E 1DDF 3D58 3668 3C45 0.883423 0.883463 0.000040
284F 1A2D 18B5 DD9E 351C F133 1587 D2CD F1D1 25B4 0.339111 0.339223 0.000112
31E9 DE89 3A04 EC67 C4BF E220 34B0 3610 3D27 3E9D 0.956665 0.956606 0.000059
D4B8 C948 196F C412 20C8 C26F 3665 E4DE E513 341C 0.628418 0.628461 0.000043
3CE4 2F60 23C2 1153 3A01 35BD 3472 3C1D 2815 4B44 1.704102 1.704211 0.000109
26F8 C190 3299 1F64 F991 E082 CC0F 29B3 C12F BFF8 -1.001953 -1.001786 0.000168
29FE 25B4 C395 C8B7 33E2 DCE2 C12A 367E E346 22F8 0.296387 0.296493 0.000106
D25D DF5F CC1F 23B4 08F0 E5F2 0837 3CC1 E7E5 1AFC 0.171631 0.171645 0.000014
3679 EDD1 18F8 E9FB 1726 16F8 E850 CC79 3CED 4070 1.027344 1.027400 0.000057
E605 1FFA EED6 D9EC 2761 2C4F 1CB3 227B F1D4 EA19 -0.108612 -0.108584 0.000028
3972 23ED 321C CAAF 230C E732 C84A F890 C352 BE32 -1.112793 -1.112807 0.000014
3491 38AA 2B9C DB1C 3DA4 39E8 CE7F 3733 267A 4190 1.097656 1.097872 0.000215
1CE1 DAC6 2B97 CB54 336E D9A7 C08E C62C D234 E7B1 -0.129822 -0.129797 0.000025
1FE7 385A DBD0 DD25 C2B2 C838 D53F C612 C2EA BAB2 -1.331543 -1.331431 0.000112
2B1E E00A DE46 C36F C229 3F69 C0AE DB4B 369B 340C 0.626465 0.626450 0.000015
F748 C45C 38F7 CC4A CDB8 20FB 3DF2 1CDF 29A9 393C 0.788574 0.788476 0.000098
309C 3A3B C7EA 0ABD C0AD C113 EE85 2BD8 DC58 B75B -1.540283 -1.540196 0.000087
CC0B C6C8 E1CC DE22 3A1E DA37 D546 255C 2D04 1D93 0.212097 0.212127 0.000030
316B CA8B 3409 DE38 DE6D D140 1EE2 2F95 2DA0 349C 0.644043 0.644088 0.000045
C262 C6DE CEF4 167A E906 3271 2E76 C0E5 C0FB B52A -1.677246 -1.677173 0.000073
2478 241A C89D 124B 380D D2AE 3DD9 E71A 3387 0788 0.013794 0.013854 0.000060
E000 3D8A 327D 0944 3192 2957 2C43 1DBA 37B7 43A9 1.228760 1.228850 0.000091
09B6 CCF2 EFF7 3BD9 3F12 189A 3B68 1F67 17C4 1E1C 0.220459 0.220470 0.000011
21E2 3010 30ED DB01 D3CA C565 E149 EDFB 3F9B 267A 0.351196 0.351238 0.000042
35E1 3573 E46B 3C11 EAB9 356A CA69 3377 3D9D 4F56 1.958496 1.958644 0.000148
C5AE 33E7 C66B 328C 3EA3 CE5E C587 1331 3C11 2D60 0.458984 0.458924 0.000060
E802 DA49 3EE2 1478 346E DBF5 35A1 0AF0 DB7F 271D 0.361145 0.361065 0.000080
338D 3B61 1E49 0CD1 15AB E1FF C976 C407 C513 BD8B -1.153564 -1.153511 0.000054
ECA9 37C4 2E37 D647 3FE2 3BD8 FB2A CD05 DD02 2FCE 0.496948 0.496972 0.000023
C318 C950 328B E866 E385 D701 C2D0 C657 D9B3 DB20 -0.326172 -0.326191 0.000019
1914 DFEC C25C CF7C D897 1748 1D2D 31F1 D7B7 C1E0 -0.941406 -0.941394 0.000013
3A14 C82D 1F95 3033 DD1F 26B2 C393 1F27 E3B8 C6A2 -0.792725 -0.792725 0.000000
3AD3 1DD3 D467 C830 C665 3158 31A4 10DE 3C43 0D24 0.040161 0.040237 0.000076
1285 3B89 207E 31B0 299E D0E5 1F95 2C44 C4A2 C220 -0.933594 -0.933684 0.000090
FBF1 3E8F CA18 D8DD 0D60 33CB 14A3 CCA3 D4E6 245E 0.318237 0.318206 0.000031
C19B C72B E479 DACE 0B11 2D65 EF93 21C0 23FD E662 -0.150269 -0.150304 0.000035
E1FD E40B 0FE4 C046 367F 3A49 CF23 D9A2 252F 259C 0.337646 0.337635 0.000011
C4DC 281E 318C 367E 2049 3A44 2575 C739 2BD0 1ABC 0.167725 0.167663 0.000061
D393 C7C8 3475 EE01 3FD7 DB07 23F6 E1CB 3B9E 3C58 0.885742 0.885842 0.000100
E2AA CA20 3335 CFF1 343F CE82 C3AC C322 34AE 39E6 0.809326 0.809432 0.000106
C9A8 17C4 CE96 28C2 20B7 C3DC 39CE C81A E50E BCF8 -1.189453 -1.189429 0.000024
3D5C 3DE7 C124 E692 DE10 D841 39DB 2143 3FD0 D490 -0.428711 -0.428638 0.000073
CDAD 03F1 31BD E59B 0C7B CDDE CCD8 2DAA F098 D0D2 -0.487183 -0.487168 0.000014
C07F 2BA2 17EF 11B8 C18B 04B4 C860 CA43 CDE1 1EB2 0.229614 0.229541 0.000074
C81C E9A5 DEAB C730 CF7E 17F0 C61B 3110 3971 3F1A 0.971924 0.971921 0.000003
26DA ED82 E162 E751 E0EC C53F C3A5 3C79 2AB5 2EF0 0.483398 0.483365 0.000034
EFF1 2C3F 2A3A 0E86 2530 C233 C3E7 CDE0 D269 BB79 -1.282959 -1.282881 0.000078
09E3 3144 C020 3C5D CA3A E464 D1F1 C405 3773 23F9 0.312073 0.312083 0.000010
CE49 E655 F5E1 2E42 2D57 D8BC 2FA5 C913 39C6 2064 0.256104 0.256015 0.000089
DB4E E9DA 265B 14FA 10D2 C225 D021 32B0 D2A0 D074 -0.492920 -0.492885 0.000035
C2E4 3CCC 1013 3C9F C93B 3875 DC15 1F6F D4B8 41AD 1.104736 1.104837 0.000101
27A2 C0AA 138C 3186 DF5D 39D9 1F56 C8F4 E968 BA05 -1.373779 -1.373759 0.000021
2F21 C2CD E4E2 C635 C732 298E 3751 3867 EEC9 B721 -1.554443 -1.554584 0.000141
398C EFB7 3146 0897 E77C DCC4 38D6 0B2F C5C9 D0DC -0.486572 -0.486535 0.000037
E20B 35F5 1F00 1EE2 1C48 1033 E5C9 232B DA38 DC6A -0.306030 -0.305988 0.000042
3178 37C6 2E4D 329C 0EB1 3E84 3C12 1DE3 30E1 4CE6 1.806152 1.805954 0.000199
1913 CFEC C4F6 32CB 190D 2776 3524 1B97 30D8 EC84 -0.089722 -0.089639 0.000082
3D00 05BC E0C5 141D D550 E06C 168B 31C6 C657 BD81 -1.156006 -1.156030 0.000024
3243 2351 2C54 30BC C549 220F 1EDE C264 C4C9 B609 -1.622803 -1.622785 0.000018
39FC 2F49 3687 C772 C9FF CDC2 F8E3 C02B CAFB C859 -0.739136 -0.739139 0.000004
D818 3A9A E1C7 2A0C 3E21 3CFC 1B78 3DDC D8CD 283D 0.378723 0.378711 0.000012
CEF4 DC86 38F4 C602 F061 CE8F C52D D0FE CC32 CA32 -0.681396 -0.681435 0.000038
1B9F 3CB2 2AC5 CE64 C257 C366 E3C5 0FCC 30A3 CDF9 -0.563354 -0.563353 0.000002
1285 C6CB C851 3D4F 2F38 DCF4 1165 3603 CCE5 2034 0.253174 0.253166 0.000008
1C08 3B8C 300E C479 3D9E 397A 3BDC 3703 F986 355F 0.667847 0.667853 0.000006
E7C5 DF0E F222 14C7 3166 C265 1A98 DD35 C009 C475 -0.860718 -0.860763 0.000046
CFF8 DD87 C3CF D061 2912 234F 3559 D1AA D7F7 BFCD -1.012451 -1.012396 0.000055
D81E ED86 37C9 D8AB EED7 C967 104C 3647 1253 F2D4 -0.040405 -0.040455 0.000050
D4D9 CC3F E186 275E 3511 3018 C3A6 D783 1E56 DC78 -0.305176 -0.305058 0.000118
CA44 CEC1 DAD0 128A 3C78 31F4 355D C8A9 0F9C BDF2 -1.128418 -1.128231 0.000186
EA6F 2006 DEF6 1853 C1D4 2DE0 1A8D C2B4 D7FA DB6C -0.321533 -0.321533 0.000000
2D5F 1386 281F 2257 D906 F805 CEED C7A7 D7CB C12C -0.963379 -0.963524 0.000145
C829 2F8B 2F56 E8B9 3B37 DF92 17BD 301E 16BA CB5E -0.644775 -0.644976 0.000201
39C9 CF5D 254C 23A8 3566 ED95 39A3 17AA 20C0 425A 1.146973 1.147041 0.000069
3AF3 D926 D69B CF9B C8A2 C8F3 C965 C900 196C 2C06 0.437866 0.437986 0.000120
C181 C536 3B51 E415 F579 E7EC 3931 3055 D3F9 2135 0.268860 0.269008 0.000148
2247 3B96 D24F 32B7 DF2D 3E96 3B9C CF01 CEC0 CFF7 -0.501099 -0.501068 0.000031
D8E5 CE22 3A90 CADA 3302 E06B 38B6 2A8D 143B 2892 0.383911 0.383873 0.000038
DDFD 1B3C 3663 12AA 29C5 D844 369B 313B DACE 0B8C 0.029480 0.029468 0.000012
2991 1C00 396B E074 2D08 2AF5 39E7 EA7B CE61 2832 0.378052 0.378135 0.000084
C708 CC1F 357F C323 0AA1 07B3 DB52 E7B5 CB0A C6E6 -0.784424 -0.784391 0.000033
CF0B 3B33 277C CC3C D77E 103C E29D EC50 CC22 D774 -0.383545 -0.383603 0.000059
EF61 C106 3A56 193A F052 3EBF C658 3F86 0F91 B9D8 -1.384766 -1.384760 0.000006
D36A 245F 2011 3A43 F5DA 2C17 E65D C9F8 D449 C3AA -0.885498 -0.885432 0.000066
DCB2 ED21 3C5A 3705 D7E1 CFDD DAE1 2D32 C5CE CBF4 -0.626465 -0.626326 0.000138
2AD6 3E5F C367 30F2 3A3C C09D 2470 F44A CF5A B976 -1.408691 -1.408742 0.000051
2980 17A8 E979 C650 C976 2A7C CB67 EB30 362A 33B7 0.616089 0.616011 0.000078
DB65 2D83 E16F C545 E0F0 199E CC92 F33F DC1A 03B8 0.003357 0.003370 0.000013
D488 3B74 E5C6 2734 C90E E10E 3F00 DC74 D827 CF04 -0.530762 -0.530732 0.000030
06BE CCD8 D421 E4A0 CB00 1B21 384C CA44 1E87 EBF6 -0.094055 -0.094073 0.000018
CE10 CD0F E9DD 0C33 3168 C7CA D1CE E95D CF0F DA5B -0.338196 -0.338129 0.000067
F3C8 3D94 3488 1FAA 1F34 1603 DA3A C6E9 2C54 180E 0.125854 0.125801 0.000053
1B5D D9AF DD6C D8C3 3CE7 315E E5A3 C547 D003 E493 -0.178528 -0.178476 0.000052
C546 C00E CE5F CA19 0D9A E3CB 2DD5 27EB C10D BAC9 -1.325928 -1.325885 0.000042
395F C139 3123 CCEF CB7F 22CF D32C C6CC D692 C147 -0.960083 -0.959959 0.000124
3B60 18B7 186D 2EB0 3290 CD93 CAF0 C201 3220 2CAE 0.448120 0.448118 0.000002
CE3D 2336 C9A2 E2D1 0C1B 1E5C 105B 3A8F 3E5B 3903 0.781616 0.781561 0.000055
E9EA D0C7 DB8E C74C 1FCD C30B E601 3161 C2D0 C440 -0.867188 -0.867171 0.000016
3B35 273F C216 2B9D D014 C66A C224 330B 3A87 43E6 1.243652 1.243529 0.000124
CAE1 C8EE C154 D985 30DA 07D3 24BE 19F8 D3DA BD62 -1.163574 -1.163528 0.000046
C5EF 328C C6BB C03C D968 27F2 E0F8 3055 E75D 0E30 0.048340 0.048297 0.000043
3B74 CB0D C7E8 F2B5 38F6 1765 F0FA 3CA9 3F9E 4953 1.582764 1.582774 0.000011
16C3 E54C 0B85 F1DE 2032 2D01 DDCA 3382 D87A D318 -0.451660 -0.451726 0.000066
3D82 2DAF 0667 27AB C7F4 C054 DBD4 E4AB CE3C B397 -1.775635 -1.775604 0.000031
D744 0CFF C2D6 EEB2 3F34 D3B1 3B36 24E1 1FCB C1BA -0.946045 -0.946047 0.000002
2030 E067 D08F DEDC E522 3229 32C9 C6CE 1829 E799 -0.131287 -0.131277 0.000010
D4C2 E54E 3DB7 C010 1339 D234 1B58 1B1A 3EAD 3FB3 0.990601 0.990568 0.000033
E462 3430 CF56 D496 3EDC 3030 3AE2 CACF 33FB 33AC 0.614746 0.614653 0.000093
3197 CFF5 C2A5 D34B 3511 396B 3791 0CEF F3D6 C7A0 -0.761719 -0.761762 0.000043
2639 244E 3999 F15A 3835 116B 31D0 3760 21C8 3F14 0.971191 0.971174 0.000017
3954 3B4E 25D2 C066 F153 1ADE C95B C332 E659 3338 0.600586 0.600461 0.000125
1499 2FBD F251 DC21 C75A 2913 3A18 F7AA 3B01 3DCE 0.931396 0.931405 0.000008
E514 CE97 C092 CF05 319C C71A E498 0C3F 201D 37A4 0.738770 0.738630 0.000140
C13E CDF0 C7CE CF8D 0D7D C351 139E 2703 C663 CD26 -0.589111 -0.589123 0.000012
CCD8 3C7D 2CD9 E054 1CAF DD28 D665 1FDD 3F06 2640 0.347656 0.347691 0.000035
37E2 CC89 227D C549 C94B C4DC 0534 366A EA7F C989 -0.702026 -0.702137 0.000111
D206 C5B2 3D1D D65A DC1F EE3E 20D5 C08C 3C35 4B90 1.722656 1.722802 0.000145
C733 C09F 2862 D9E4 EBFD D6A1 0D60 33A3 0E03 23FE 0.312378 0.312433 0.000055
C1FA 3241 DDC1 E72D 3260 C588 FA3E DD03 29EA CDFF -0.562622 -0.562678 0.000056
3584 365B 0CDD 3302 2EBF E167 CA31 DA74 C827 C62A -0.807373 -0.807449 0.000076
F381 23EB F367 D0C0 2436 3D1B 307A C21A 1CAE 3D0D 0.907837 0.907814 0.000023
1F68 1913 EF13 C471 1FF6 D58C C986 3C27 C152 B558 -1.666016 -1.665986 0.000030
D7D5 E53B 2B8D D00C 3A52 3B47 C29B 23CC 3549 DA52 -0.338745 -0.338746 0.000000
3ACF 3ADA E2CC 269E 0C4D F3A2 CC53 2ACD 382C 407A 1.029785 1.029725 0.000060
DC4A CAFF 3D17 CA81 38EC 3F4E E844 DC87 1910 CB46 -0.647705 -0.647727 0.000022
27BE DE41 C0AE CF75 3D44 D082 34E5 C660 38E3 4074 1.028320 1.028317 0.000004
2FB0 C735 0B02 2C50 C51C C2BD 2D81 175A CD69 E1BD -0.222839 -0.222838 0.000002
1FDE 1951 01A5 3CBD 3F32 CFB6 CC2B 1956 0A15 249B 0.321960 0.321964 0.000004
2B9B CBCA C36B C126 E1AD E102 C239 E3F4 3805 4D0A 1.814941 1.814649 0.000292
E118 2085 CE7B 15FC 182B 32CF 24D9 CF48 3A40 369F 0.706909 0.706880 0.000029
2D6C CC71 C75B D8F6 3B76 E6EC 35B2 D5BD D4A3 DB79 -0.320740 -0.320770 0.000030
C88B 39A3 3A63 C1D8 C971 DAED 3ACF 27DA 064A 333F 0.601440 0.601495 0.000055
C35B CDB0 E12B 2488 303D C7C5 33BB 3E4E EBDE 0DCC 0.045288 0.045210 0.000078
34A3 3FC6 E8D8 21E0 C10B 2601 32FB CFCC 15C0 D73F -0.386780 -0.386734 0.000046
C78D C065 150B 1DBF CCDF 1436 289A 36D9 24DC 3C32 0.881104 0.880954 0.000150
2CBA 318C 2E41 D570 2414 2ED5 F819 1515 0E2B 29D4 0.403564 0.403540 0.000024
3C27 2FBC D004 3D28 1F2A E7F5 378D 3242 C0CC CA57 -0.676880 -0.676911 0.000031
2B14 C371 18BE CEB4 CA29 3B54 034B 3C3E CDB3 AF34 -2.099609 -2.099529 0.000081
3588 36CA F379 E44D F42E CC52 1EBC 231D 3D72 2988 0.398926 0.398906 0.000020
1C19 187A 37AD 1698 18B4 D59C D2D0 365C DC24 CCE6 -0.596924 -0.596968 0.000044
DEFB CCAA D074 CD24 3539 3544 3C28 D866 CAEA B8C0 -1.453125 -1.453229 0.000104
2457 CFA1 331B 1E61 35A2 E02F 349F 1421 D67C 2650 0.348633 0.348629 0.000004
CE36 DB4D EA25 C13A C4A6 302E 1C35 F237 3BD0 4342 1.203613 1.203585 0.000029
D725 CBBA 3D6E 0E97 2477 28DB 0E4E 3E6E E47F D2D5 -0.455750 -0.455726 0.000024
CC51 3826 CB96 195D 1842 C8C2 21ED ECB7 D802 BCE6 -1.193848 -1.193932 0.000084
CC6A 3DD6 DCAC CB6C 1341 D5CE D2EA 3960 1681 C9C4 -0.694824 -0.694805 0.000020
389B 222D 353C C2D2 3568 D290 E8D8 DE56 361F 43F8 1.248047 1.248126 0.000079
3374 39B1 CDCC ED88 CE1B C51D 3606 C2C8 F28B BA03 -1.374268 -1.373968 0.000300
DEC5 2BA4 359D D9DE 3CA3 CD9C C5D5 C626 D15A BC24 -1.241211 -1.240960 0.000251
35D1 C3B7 38E3 1EA2 31C5 E15B 2A22 2AE3 D210 30DA 0.526611 0.526676 0.000064
