a0 a1 a2 a3 b0 b1 b2 b3 c0 sim_hex sim_val golden_val abs_error
05B7 E171 E13F D971 073B DFAF EBB2 2999 000E0F28 003F6CEB 3.964091 3.964091 0.000000
BE33 2AC6 0787 EE9E B8C4 D868 3D52 48F9 010D2962 0997FCCA 153.499216 153.499216 0.000000
D77F 40AF C2C9 1D99 0F2B 4351 39FF D041 FF019EA9 FA3A216D -92.366839 -92.366839 0.000000
CE28 062E 1CC3 C622 F34B 0D3B EA12 C038 00846CFE 0F43A876 244.228628 244.228628 0.000000
DC7E 204C BAF0 2334 1FB7 C259 4D73 E497 FF8D6FF3 DAB65FED -596.601581 -596.601581 0.000000
FB78 C09A EEB4 BAF3 327F 38A1 17F9 F6AF 00ADDF97 F2A7882A -213.529257 -213.529257 0.000000
2065 F199 CF0D B4F9 E24E 2493 4B75 17B9 FF616987 E42F480A -445.044912 -445.044912 0.000000
F489 DB0C 2A04 FD07 2B3C DF75 07C8 170A 00D5CB6B 049B2169 73.695657 73.695657 0.000000
B61E 0B46 C855 CC9B 002E 438A B24F 1F50 FFA34EA4 0D2B0F6F 210.691268 210.691268 0.000000
485D 358F 0AD4 FDB3 D8F7 D678 FC4B 4B87 00230900 EB940E44 -326.746517 -326.746517 0.000000
29BC B549 E6FB 0113 1486 C69C 428C D187 FF849B20 0CEA2D4D 206.636060 206.636060 0.000000
2003 B491 0FF2 B9AC FF4E F8C1 3E1D 454F 00A4FCBE F3856677 -199.662484 -199.662484 0.000000
42EF F43E B232 35A0 0ED3 BB6F 0308 06FA 0066818B 07F7353A 127.450495 127.450495 0.000000
CAF3 DA2D 2B8D 2F31 B31D 3ADB E268 FBB8 010B5DEC 02753C72 39.327257 39.327257 0.000000
E271 2892 15DD 1CD3 4626 F1CA 1EA1 1AB5 FFCDD99A FB1346C0 -78.795227 -78.795227 0.000000
2D3C 28D3 42F4 DAF8 1411 40D1 21AF FFD9 00DC128C 1792B4CF 377.169143 377.169143 0.000000
F75B F615 C696 BAE8 CD26 C9DD F728 C381 00F13816 17116411 369.086930 369.086930 0.000000
B286 21D4 F1AA 3B18 E8BB B5C3 F7AF 0D7D FEE9310B FFB8FD57 -4.438149 -4.438149 0.000000
DFD4 2E87 15E7 093D D95A E9A7 FAAE 321E 0104BF28 032AD4E9 50.676980 50.676980 0.000000
D90D D333 E9B8 106E 281D 37B8 3E8B 169A FF0F2D33 EB365A68 -332.602928 -332.602928 0.000000
38B2 B63E 0B29 42D7 0ADA E74C EAF1 B4CA 00F560B5 F5EC8DF0 -161.215347 -161.215347 0.000000
ED92 FEDA C999 B6AD 268B 0FE6 F5BD 3D01 FFBD5B09 ED99F5CD -294.377490 -294.377490 0.000000
1C60 B74F 2DA3 D8B5 0BE3 15B5 F25E B9E2 FEF31766 026F6B05 38.963628 38.963628 0.000000
01FC 072C F1FB BF33 FD0D 2C41 3955 1807 00EAA40A F8E969BE -113.411684 -113.411684 0.000000
41E8 FA34 E771 3313 267C C53F EE21 E0FB FFCEA63A 06923098 105.136864 105.136864 0.000000
01C7 F78E 1ECE F6F4 2FBA 21D3 DE50 BB3E FFDEAEE2 FD7629FA -40.614752 -40.614752 0.000000
0B64 C267 3C8F 4BD5 D87B F3AD DD54 EE9D FEE0E40F F2BBBB43 -212.266782 -212.266782 0.000000
00A1 2FA4 EE93 2850 EEF0 B3AC 2303 1E04 00CEA735 F4E7804E -177.531176 -177.531176 0.000000
00EB B9A5 DE2F 285E 4825 3E1F 3193 E9AB 000F6C7C E52D3035 -429.175731 -429.175731 0.000000
FEE0 23DA F7FA C9F9 312A 1DA1 C478 44DB 003C3F3D F780BF4A -135.953299 -135.953299 0.000000
008C 21A0 B4C9 4F8A 3462 C509 B80F 1D72 FF618567 160896DA 352.536829 352.536829 0.000000
278D F2E4 D8E6 0DEF C15F 2B24 EEA5 3700 FF23CE53 F8E635F4 -113.611828 -113.611828 0.000000
FEDD 13D0 1D80 3512 DEA7 3CC0 BECC E49D FFC3E69E F76C80D3 -137.218549 -137.218549 0.000000
C260 D7ED 210C 4C98 11D5 4C71 B31F BCB7 FF771ECC D126A965 -749.583644 -749.583644 0.000000
4FBA BB53 BD34 2A3B 2B0B F898 231A 487F 00B29047 12E3BB1A 302.233179 302.233179 0.000000
0856 C1DB 08D5 F2CD 4042 D735 D979 E3F8 FFC24B44 0BDEB80C 189.919933 189.919933 0.000000
0B40 14AA FDE1 B136 2AA1 CA7E F263 2388 FFEBC2F5 F2A70C94 -213.559429 -213.559429 0.000000
062A 34CE 3C2F D4BD 1B21 BD52 4FDD 0026 009C8522 0642C829 100.173867 100.173867 0.000000
C84C 4487 2600 EDC3 F922 1DA0 BD42 029D FF96493C FEEB114B -17.308278 -17.308278 0.000000
0A69 FF91 3A41 D7AC 45B2 FABD 421F FCB7 0029D39B 1291F17D 297.121457 297.121457 0.000000
1DF8 32F0 06BF C61D 07B2 EC0D C570 DF3B 0137B0C1 0403FFA0 64.249908 64.249908 0.000000
0461 E587 DC1D 3AE7 0423 ED50 4739 4242 0056B437 079A51AD 121.644940 121.644940 0.000000
F962 3B9B 1D0C E1CD F434 E819 F9C6 2373 FFF11369 F5CB06D3 -163.310834 -163.310834 0.000000
DF6D EC94 30D9 44A5 D3FE B27F 4EB1 CB12 FFD01DE0 0C1D7715 193.841573 193.841573 0.000000
F770 DEEB 0C23 BEC9 BFB5 E5CF 2181 3452 FF820FA4 F94D99DE -107.149935 -107.149935 0.000000
0B0A DE40 D1C9 01CE 083C FBC1 C68D C878 FFC63F33 0AAB3E10 170.702652 170.702652 0.000000
044C 3715 B043 3B40 3A2B 489C E8BC F42B FEFB7C0C 14170290 321.438126 321.438126 0.000000
17D5 4A8C 0B93 BC28 B3B5 1593 D2F0 2021 0110EE42 F5B1B237 -164.893991 -164.893991 0.000000
0A52 1D83 07D1 24B8 3A66 F17D 05D9 3895 007A6F23 09743007 151.261725 151.261725 0.000000
B246 FEA4 BD08 D8DE 1A66 FE30 E363 D305 FFC8AB1F 0623AE31 98.230027 98.230027 0.000000
BD51 EB29 3B1B 3F6D 3FA3 B712 1BBF F9C2 00911CC6 FAC975FA -83.408697 -83.408697 0.000000
4C79 465B 0EDA 4C78 1739 B223 2A02 4198 00EFAC32 08813788 136.076057 136.076057 0.000000
1E69 C458 F137 D114 D6F9 3AF9 01A2 BDFF FEEA4DBD F84D7430 -123.159134 -123.159134 0.000000
F3B8 FB22 391E B9D1 4A12 0FA4 B4ED CEA7 FF111380 F7FEA455 -128.084880 -128.084880 0.000000
D934 43BE C6B8 C92F F11B EE4D DD3C 4EFF FFC491AB F434953E -188.713564 -188.713564 0.000000
4D42 CC3E CA26 CA77 465D 101C 038D C470 00466775 1DF63435 479.387746 479.387746 0.000000
1C97 FAC5 291E 3D53 3ED9 F84F 3373 0066 013DED62 10C6D7B8 268.427666 268.427666 0.000000
E42A 1210 3BF6 D995 028D 00CE 288A F74D FEEE7B39 0982FAA8 152.186195 152.186195 0.000000
BF06 277F D374 13F2 38BA 3F4E FF4D CAA4 00DACE03 F83012FD -124.995364 -124.995364 0.000000
0CA6 DA24 C830 3A8C EE78 D3EF ECCF D5C2 FEDDAA8F FF0A38E3 -15.361112 -15.361112 0.000000
2D35 4B18 4A61 DB89 BA92 EF08 D4DE 366C FFEC5EA7 DA66C18B -601.577748 -601.577748 0.000000
C72F FC03 22D4 223B 258A 1FF6 1CFC 2A87 010FD112 01DCB717 29.794700 29.794700 0.000000
2FE1 0E4D E71F E567 B1C6 D941 CE1C 0777 00902387 F3D7505F -194.542878 -194.542878 0.000000
DB13 CFAA BC5E F21F CEBF 11D2 4A54 E54D FF5AA31F F0E78CEB -241.528096 -241.528096 0.000000
0A7D 3B00 2E00 4AC8 C527 B880 FE46 3B15 FFF6B0F4 FE05C967 -31.638330 -31.638330 0.000000
F1B2 0582 1608 E99A F57B 4BF9 4B69 CF88 FFE653C2 0CDA40D2 205.640825 205.640825 0.000000
FB0F 335E E218 1F4D 4B16 1272 375F 00ED 00386A93 FC1DE7EA -62.130880 -62.130880 0.000000
30FE E080 1893 0F18 29FF 0958 B259 0082 00D999C8 00502C15 5.010762 5.010762 0.000000
4DEE B596 BB6B 025F EDFE E310 FC66 0523 007C89AB 046DBBCE 70.858351 70.858351 0.000000
D815 F511 E173 CD1F 4ECC BA57 42CF CF5F 012BDD9B F98D389C -103.173679 -103.173679 0.000000
BBA1 B47E E1C1 0C87 D52C E7D1 4EC4 3499 004275CD 0C1945CA 193.579538 193.579538 0.000000
1340 D47A 1B1D F5FE F39F C5A6 4DA3 0514 00C54EBF 11C8D6EA 284.552469 284.552469 0.000000
E869 CC5C F12F 044C 3DFE F6E1 1460 34C1 FEF7B27F FACD1F75 -83.179820 -83.179820 0.000000
F507 D2B8 452E D98E 17F7 3ED7 272C 2F97 00B54503 F80122F6 -127.928965 -127.928965 0.000000
E234 3623 040A 4883 B286 1428 FF1D BE3D FF7D5031 FA20FD3A -93.938177 -93.938177 0.000000
0DC7 D338 C5A0 CD9B 4BA9 1DED 1A5A B209 00962BD0 08C32EBA 140.198908 140.198908 0.000000
B0C7 F422 E52C 13CD 3E4C 1F66 B453 B21F FFA397B6 ECCFD56D -307.010394 -307.010394 0.000000
0251 BCFD 3AD0 16EA 43E5 F73A 28F3 21E7 FF9DFE09 0EF85A66 239.522070 239.522070 0.000000
D40A 4C36 F334 B959 2B58 FD6E 2385 1CCF FEFB0207 ED0BC1A6 -303.265223 -303.265223 0.000000
BB00 DE2C FB50 1F8D 4BB8 B7FB E867 C6BB 00947950 EF0FE1A3 -271.007413 -271.007413 0.000000
249E D6F4 D0DE B6CD EFA0 B3A2 4557 C3A8 FF4D560A 0DB14C2C 219.081097 219.081097 0.000000
C6E7 1B37 CC38 ECFD 33D5 DB57 C168 C589 FF9ABADA 01263DE3 18.390109 18.390109 0.000000
F558 175E F5FF D51E DB51 45EB F982 23AB FFD553DF 02056D89 32.339242 32.339242 0.000000
DE11 38B2 C6C7 230C 4F00 1246 C2BB 15AE 0107A272 0B44B5A3 180.294345 180.294345 0.000000
1374 E680 EA9E BD52 35EE 01D6 3DE0 1D12 FF68A821 F6957AFD -150.657474 -150.657474 0.000000
3F8A 0B49 BF2B 1165 4A36 4FEA B7C6 D83D 00C18D01 2649A52A 612.602823 612.602823 0.000000
21F5 C1B6 3A4A D84D 433B 4CC6 2032 BA2A FFB072EF 08165140 129.394836 129.394836 0.000000
4236 4E18 E3FC B91D D016 FB19 2D68 CF94 FFA7B243 FA34CD63 -92.699857 -92.699857 0.000000
D5DB CF0D 26B6 1C88 F77D 27EF D8DA 1E82 001C95AD F75B8ACB -138.278615 -138.278615 0.000000
497E 033D 25A7 1340 243C 4DB1 F877 4FAC FFDDA8B6 1022280C 258.134777 258.134777 0.000000
CD27 44BC E02A 0A62 C64F B6FD 1CBF C607 FF2928AD F1172386 -238.553827 -238.553827 0.000000
2746 DF4F 28B0 3A10 ED7E F5DB 3EA3 EF3B 010E1533 05A9B4FC 90.606686 90.606686 0.000000
2209 C4C3 D030 08A9 ED07 36FE F480 239C 0120C24E F53B9B03 -172.274655 -172.274655 0.000000
1C43 E424 B5BE 05EE F597 227D D15C CDE5 00A68627 081DD06E 129.863386 129.863386 0.000000
11A3 4014 E817 0A93 F525 B6E6 4001 F5B4 FED63BE8 E56357E2 -425.791044 -425.791044 0.000000
4A6E 0DEC 1BE8 D9F7 B214 BFB8 DD3C 2DD6 FF882FF5 DAC80407 -595.499017 -595.499017 0.000000
0BAF 0D22 EEA4 D4F3 4E3F 2DD5 C57B 3A2B FF2BE360 FF47AC58 -11.520424 -11.520424 0.000000
4148 FDFF 28D5 11F6 35CA EB86 4E93 B255 FF321584 1427E3CB 322.493114 322.493114 0.000000
1EF0 3875 0E96 F1A5 2C30 CA8A D1B8 3847 FF74D0A3 F336AD48 -204.582695 -204.582695 0.000000
E979 E1F0 01AE F1B3 BA9E BBE0 FCF0 2928 FFB97C54 0B82CB1A 184.174585 184.174585 0.000000
E880 3198 EA4B 09CB B503 B11A 0C12 27B2 FFFB8A61 F8139EBD -126.773746 -126.773746 0.000000
311F E80E BABD EF09 34E4 C435 B0F7 2402 00E44A7E 23A1576D 570.083844 570.083844 0.000000
3306 3FD8 FDFD D685 10B8 36E8 4662 F354 FF9772DB 121DF669 289.872659 289.872659 0.000000
F9E6 CDB3 D788 3B93 DD8D 4D50 0D5A 2F6B FF887E94 FA166073 -94.601453 -94.601453 0.000000
45DC 3379 2E58 F1ED C912 E174 D75B B066 00CF8CE3 E8B293E5 -372.838893 -372.838893 0.000000
B2A0 30DE DDAD 1576 125A E99D 0586 DB84 FF039574 F1651440 -233.682556 -233.682556 0.000000
F2D4 1851 12F7 479C 3B1A E823 30A0 ED50 FF1E993D F82FD0F8 -125.011482 -125.011482 0.000000
1791 3045 E893 E584 DD66 2399 C3CA D533 003514FD 0DABF84A 218.748117 218.748117 0.000000
C73E 0074 4CB1 EB56 C89A 3315 0F34 BD06 0112855F 1767EB27 374.494910 374.494910 0.000000
CFCE 1E14 31C3 FA0A F373 ED27 C90C ED5D 00E75EA7 F6CDE303 -147.132077 -147.132077 0.000000
2898 1217 248F F0F3 4633 0C46 BD92 4D5B FF82A288 FD797909 -40.407950 -40.407950 0.000000
1F02 03C7 F0F5 CB9F F7BA 3F02 43C4 E589 00626A58 01BEAE05 27.917485 27.917485 0.000000
1DB6 4F79 1A15 0393 FF44 0780 275F 0A9B FF370E47 059E10EB 89.879130 89.879130 0.000000
24D4 D52B B409 F7A9 C3E8 EFF9 2BD4 D1E3 FFEDBEA3 EE7644E5 -280.608180 -280.608180 0.000000
26B3 04A9 2A27 C648 4E12 0B50 4018 0624 FEEFF5F7 141D3625 321.825719 321.825719 0.000000
3682 E58F 4BA7 438B 4034 D72B 3B12 3C43 FEC0F776 31FF4202 799.953615 799.953615 0.000000
2D22 0C20 1F4D 40D4 0FE3 4C98 2592 2653 FF96C065 1450EE31 325.058152 325.058152 0.000000
4CA6 20A9 11AF D577 0F64 0497 354F EBC1 FF23CB62 0B6139A1 182.076570 182.076570 0.000000
D8E3 F5F5 D71E 42CE F6C4 FB99 217D 3BB8 FF2CDE58 0AFEAA47 175.916572 175.916572 0.000000
3E53 E74A 0B06 3382 21C6 D58A E602 48C7 00CF2DE9 1AA76919 426.463159 426.463159 0.000000
D454 2D77 FB87 F8A2 ED11 B3F7 FE17 ED63 FF5C7FBD F5A81BE9 -165.493186 -165.493186 0.000000
ECAD 30AC 2D34 2B81 1A76 390B B116 D7E6 FF79129B F392631B -198.850804 -198.850804 0.000000
C98A 0EF9 065B E815 E541 E36A EE72 11F5 006D88B7 0255147A 37.317499 37.317499 0.000000
003D EFC8 1D42 BFC9 0533 282A E0E1 35CB 00717654 ECDA72B0 -306.347000 -306.347000 0.000000
BCAA B655 2BB8 CE2F D743 C902 1EF8 2A43 FF97F306 1732D9BB 371.178157 371.178157 0.000000
3E80 CB66 B464 0D6F F4DA 382B 3D91 FE60 FF2A99CB DEA27931 -533.845412 -533.845412 0.000000
329A 250F 09C1 24CF 28B4 E6D8 E8EE D599 FFD60AC6 FD43A1DB -43.772985 -43.772985 0.000000
0E07 0A01 1F5C 373E BB2E CB9D 2E1F 2517 FEF8EA04 06CEBA99 108.920556 108.920556 0.000000
D359 355D DEFC 1C78 FBA7 3FB0 B30D 06BA 00EE1A95 19A2D590 410.177139 410.177139 0.000000
F21C 4B90 E039 1720 0623 2204 F183 B5A3 FF77C80A 044197A9 68.099526 68.099526 0.000000
3BFF FD87 3576 320C B505 4531 B188 C671 FEE55625 D10412F3 -751.745374 -751.745374 0.000000
02B8 4D3F 300C B87B C671 0137 D9E8 C105 00A0704C 0AD3D754 173.240070 173.240070 0.000000
2B41 059D 02A7 E4DC 2390 D43D FFAD D735 00FBA160 0A5A7CC0 165.655457 165.655457 0.000000
CF8A CA40 2C3C ECED 44BB CB66 CC67 EE56 005F8A78 F6CEAB88 -147.083122 -147.083122 0.000000
170A 0196 1A70 DD13 DD91 1B46 3AF3 452E 000EF403 F9C7346B -99.549703 -99.549703 0.000000
E062 B442 F55F B0F7 F791 3AEC EB1D 148C FFA38D41 E9C56772 -355.662245 -355.662245 0.000000
E1E0 ECBD 4102 C812 CF88 BF22 03A0 FCE9 00A583EB 0CD38EA7 205.222327 205.222327 0.000000
C115 1D19 1DD2 DD54 3335 24FB 1DC7 2A8C 00159495 F568929F -169.464204 -169.464204 0.000000
D194 28C7 4BDD 242C 2929 F683 2E1F 07D2 01117F0C 06DDA170 109.851913 109.851913 0.000000
FEF7 4DA9 2DA4 D297 D9E0 C409 F8C4 35CC FFCEF77D E2F07272 -464.972059 -464.972059 0.000000
DDE8 214F 3FA7 D2C5 B8E2 2610 3AB8 1841 00FB06C6 19B80E93 411.503558 411.503558 0.000000
379D FD28 B666 281E 20E4 435D 3F51 DEA0 00F7AF8E EFEE2DF0 -257.113785 -257.113785 0.000000
B588 FB62 C248 C0BA 29AC BB21 0BA6 BB94 FED7E318 0210FC52 33.061602 33.061602 0.000000
1A77 2BF1 C5E8 0369 2B50 1168 3E3E E164 008AD4A2 F979ADEE -104.395037 -104.395037 0.000000
4DB1 D898 FCEA B7AF FA73 BBB0 4D48 D1EB 0096C27D 158173F5 344.090810 344.090810 0.000000
05A8 4A78 D82E E4A7 007E 3504 35A0 3FAF FF0B39E8 FF550E61 -10.683990 -10.683990 0.000000
2BDE 15FA F579 1994 B5FC 2B62 FB7A 125B FF6E4F54 F87DF9D6 -120.126505 -120.126505 0.000000
FAEB B98E EE56 1E92 4E67 147A 320E E155 FFDC5A2E F18DBB95 -231.141704 -231.141704 0.000000
40D6 3411 E928 234B 2778 D819 26EB CE57 FFA1CCE6 F7318914 -140.904034 -140.904034 0.000000
EAE7 BB06 2740 410E FCF2 C371 F90A CC3E 005A3B45 02B37F2D 43.218549 43.218549 0.000000
3DD7 2CCE 0647 440D D3B6 F33C CD8D B8F9 00FF1B47 DFF22A29 -512.864707 -512.864707 0.000000
FFBE CB09 0982 45BF C679 4F0A FAC7 B120 FF29AA5F D92F5375 -621.042125 -621.042125 0.000000
C88F 2549 D0CC F7CF 41CC 4FBC 23A9 EFBE 01097323 F8586401 -122.475585 -122.475585 0.000000
185E 2B67 F984 BE78 BDA3 DC82 C5DA 1D96 FFE65016 ED7708F6 -296.560312 -296.560312 0.000000
1AEE 29BE 079F F4AF FBF6 F6B6 046A 4CA6 FF3D1566 FA0AD27E -95.323610 -95.323610 0.000000
EE66 41BC ED68 4995 0374 E95D C777 365C 0026068C 0DD44EF4 221.269276 221.269276 0.000000
00A0 1DD3 0FBE 449B D595 B727 C2EA 3537 004D2DBF 02373EFD 35.452878 35.452878 0.000000
F5C5 D62E C891 3819 4FA7 DD86 37E8 0F79 FF134640 F8CF1C10 -115.055649 -115.055649 0.000000
F728 BFFE D8A6 D567 E5DF 01F2 3DD6 EE8E 00E300E0 FAB35ABA -84.790350 -84.790350 0.000000
B603 B20E 1989 F07F D790 F923 1A26 1F73 FF6CA8ED 0DE7A3EA 222.477518 222.477518 0.000000
1160 44DF 3ED1 FA68 20E6 C878 0A83 EDE9 007DDA16 F6C27679 -147.846076 -147.846076 0.000000
