a0 a1 a2 a3 b0 b1 b2 b3 c0 sim_hex sim_val golden_val abs_error
DE DD 33 32 31 2B C9 E4 F7 A2 -1.937500 -1.941406 0.003906
15 DB F8 D4 27 2E F4 2F 2E 02 0.031250 0.021729 0.009521
05 C3 27 30 E7 F8 16 08 37 48 1.250000 1.251221 0.001221
CF CC CB 27 23 1D 2C C6 F9 A0 -2.000000 -2.017822 0.017822
12 C1 C3 C5 D8 C8 DC DF D8 42 1.062500 1.072021 0.009521
24 23 CA 1A F7 D8 32 02 27 E3 -0.453125 -0.458008 0.004883
14 D5 0E F8 3B 19 DC 0F EC E3 -0.453125 -0.439209 0.013916
CB F4 14 3A E9 3A C8 E1 01 DB -0.578125 -0.569092 0.009033
28 DA C1 10 F4 22 D8 21 10 23 0.546875 0.561523 0.014648
2B 01 CC F4 C9 07 0F 1A 35 00 0.000000 -0.014160 0.014160
12 E8 2D 33 10 D4 22 F4 0F 31 0.765625 0.786621 0.020996
D9 C7 FF D9 F0 C7 22 FD 1C 4D 1.406250 1.403320 0.002930
DB 22 0D C9 36 EF C7 DB 18 04 0.062500 0.062012 0.000488
C2 2E 30 E5 EB D4 C0 FC D5 AE -1.562500 -1.571777 0.009277
E2 24 06 22 F5 E4 EC 2E 10 1B 0.421875 0.437012 0.015137
E1 31 C5 CD 1E 0F C9 2D 1C 27 0.609375 0.621826 0.012451
CB DF 1F 05 2E 1E 30 0D 29 0C 0.187500 0.182861 0.004639
DA 37 37 3D 14 C6 C1 E5 DD 9A -2.750000 -2.759277 0.009277
0C 31 E5 04 E3 ED 24 D7 E3 BE -1.062500 -1.042725 0.019775
F2 21 E6 10 DC 27 FD C6 C6 D5 -0.671875 -0.676514 0.004639
F4 DA 38 DA E5 0C 2E E5 32 54 1.625000 1.628418 0.003418
3E C3 F0 13 30 10 22 DD DA E7 -0.390625 -0.400635 0.010010
1F E8 D3 10 F9 E4 03 0B C7 CF -0.765625 -0.769531 0.003906
2E FF E2 17 0A 25 DA 29 37 4F 1.468750 1.471191 0.002441
FA 14 F5 E0 D3 CA 2D D9 09 08 0.125000 0.126709 0.001709
30 CB DE 3E C1 04 2C 2E E6 CA -0.843750 -0.865234 0.021484
C9 C4 20 25 FB D5 1A D0 3F 4E 1.437500 1.450928 0.013428
DF 26 CA 31 14 0C CD C5 14 0F 0.234375 0.229248 0.005127
16 FD 3B C2 31 EB D4 3A 14 C6 -0.906250 -0.920654 0.014404
D6 DC F3 D3 32 2A DF FC 37 08 0.125000 0.126221 0.001221
DB EE 0A FA 32 D6 E8 F8 1D 09 0.140625 0.139160 0.001465
31 DF 1B 1F 36 F6 14 09 38 59 1.781250 1.801514 0.020264
F4 17 D1 28 12 31 19 C8 E6 C0 -1.000000 -1.017578 0.017578
DF E6 DD F2 EC 06 1F DF 3A 38 0.875000 0.877197 0.002197
D7 1F D4 0D D5 30 36 03 C7 D6 -0.656250 -0.667480 0.011230
DA D6 D5 14 D6 FE 0D DF 22 29 0.640625 0.643799 0.003174
39 E8 3D FF F3 DC DD 31 F9 D9 -0.609375 -0.612549 0.003174
C4 14 D0 D5 F9 10 C7 0E C6 F4 -0.187500 -0.204590 0.017090
F2 D5 12 DA DA 24 1C 33 36 10 0.250000 0.245605 0.004395
20 16 0A 29 39 CE F6 1C 37 49 1.281250 1.291992 0.010742
C9 F1 15 C4 0C 1A 25 DA F8 18 0.375000 0.364990 0.010010
EB 2E DB C3 CE 28 F2 F3 C3 03 0.046875 0.072510 0.025635
12 1B C5 02 22 F1 27 1C FF E0 -0.500000 -0.513184 0.013184
1A D3 F4 34 F2 DD E8 E7 D7 DA -0.593750 -0.592041 0.001709
3C C8 CB FA ED C4 E6 DB DA 15 0.328125 0.338867 0.010742
F7 1E F3 10 E9 FE 23 19 3A 3B 0.921875 0.928711 0.006836
3E 34 02 F5 FB 33 D1 D5 29 4A 1.312500 1.304932 0.007568
F0 ED F2 C7 D7 2C 1D E1 0A 1D 0.453125 0.444580 0.008545
FB 3B 21 29 06 2B DC 2E 29 4D 1.406250 1.423096 0.016846
C6 33 34 05 F2 32 0B F3 FE 3B 0.921875 0.913330 0.008545
E7 2A 3D 23 0F E2 F0 1E C4 B6 -1.312500 -1.318604 0.006104
1E 10 25 32 40 DB 05 D6 FB F2 -0.218750 -0.221436 0.002686
30 CA 05 17 FE F3 2A F3 31 38 0.875000 0.891846 0.016846
16 27 27 1E 04 19 C9 1A 40 3A 0.906250 0.926270 0.020020
22 38 C5 C8 26 CD EE F7 40 40 1.000000 1.000488 0.000488
CD E4 36 0C 0D 3C 19 F7 EB DA -0.593750 -0.596924 0.003174
F0 09 D9 30 2E 20 C9 3B E0 26 0.593750 0.605713 0.011963
1A 1E F1 0F 0D E3 EB C9 F6 E5 -0.421875 -0.410645 0.011230
33 E6 FF 01 C5 2B CC 24 D1 AA -1.687500 -1.720459 0.032959
F0 07 FF F1 08 04 25 2A 29 1D 0.453125 0.453369 0.000244
24 DF 15 CD 0E F4 09 ED 24 42 1.062500 1.064941 0.002441
3F 21 23 F1 33 23 37 E4 2A 62 2.250000 2.295166 0.045166
FE E6 32 14 D2 0E 2B 3F 04 35 0.828125 0.828613 0.000488
E7 E0 36 D4 38 09 37 1D E0 E0 -0.500000 -0.498535 0.001465
0C C1 2A 02 04 2C D9 D7 EC B4 -1.375000 -1.397461 0.022461
2A E6 C9 2B C2 DE 1C 01 3C 0A 0.156250 0.152100 0.004150
28 18 EC 34 D0 08 2F D3 1B CB -0.828125 -0.800781 0.027344
12 F4 03 3E C5 EB 2E DC FC CE -0.781250 -0.771484 0.009766
E0 EB 10 04 F5 11 31 22 2E 3C 0.937500 0.942139 0.004639
E2 CC FB D3 E6 18 08 F2 CC CD -0.796875 -0.782715 0.014160
1E 18 31 12 ED FA 3E 10 F8 20 0.500000 0.512695 0.012695
D5 35 1D C9 D8 DD 21 23 23 12 0.281250 0.277588 0.003662
D7 31 12 38 D5 37 10 08 F7 44 1.125000 1.127441 0.002441
03 1B C9 EF D9 23 0F 14 E4 DF -0.515625 -0.519775 0.004150
0A F0 1A D8 10 1E 2B 3D 11 F6 -0.156250 -0.135254 0.020996
FF E1 E6 F5 F1 DA 29 37 06 FF -0.015625 -0.022949 0.007324
3D 08 1E 0D 1B 29 3C 36 E2 28 0.625000 0.624268 0.000732
C0 D4 16 2B 27 1B 19 E3 E9 B2 -1.437500 -1.428955 0.008545
FF 3B F9 C2 0E FE 38 DB 19 34 0.812500 0.822754 0.010254
FD 1B 29 E6 C4 1D 02 FD F2 03 0.046875 0.055420 0.008545
DA F2 20 DB 20 E1 3F DF 10 37 0.859375 0.849365 0.010010
22 11 1D 1E 38 2B 37 0C 18 50 1.500000 1.495605 0.004395
F4 3D C8 13 3A ED 28 0C 1A DE -0.531250 -0.537842 0.006592
1B C2 E6 32 FF FE CC DC 1A 14 0.312500 0.320557 0.008057
D7 27 10 E6 C6 D1 EF 22 40 36 0.843750 0.850830 0.007080
1E 12 D7 EF C7 1B E5 E6 E0 E5 -0.421875 -0.420654 0.001221
36 DF 27 F4 2C FD FF 04 23 44 1.125000 1.129883 0.004883
FF 03 EA 25 E7 38 03 20 FF 14 0.312500 0.304443 0.008057
39 E6 FB 38 3B 27 CF 05 01 2E 0.718750 0.717285 0.001465
CB 2C 31 1A D6 14 FC 23 03 3F 0.984375 0.979492 0.004883
0D FC F0 DE C6 F6 1F 3A CA AC -1.625000 -1.620605 0.004395
DD 0B 02 F1 DA F6 CD 1A CA D5 -0.671875 -0.666016 0.005859
1F F6 0B D1 E8 D8 0D F0 36 3E 0.968750 0.978271 0.009521
27 FA C2 06 D3 DB 40 01 0F BE -1.062500 -1.107178 0.044678
1C 14 37 D9 2A 09 F0 D1 F2 16 0.343750 0.344971 0.001221
02 05 0E 0D 07 33 38 1C F2 09 0.140625 0.127197 0.013428
3C 0C DA 28 C7 E0 E5 0A 0F EA -0.343750 -0.346191 0.002441
32 F6 3E F8 06 C2 F0 EC 34 35 0.828125 0.833984 0.005859
F7 06 02 0A 20 18 0E F8 D0 CE -0.781250 -0.797852 0.016602
3A 23 15 35 FC 12 3C 30 40 60 2.000000 2.025879 0.025879
D1 1C D0 ED 28 E5 15 D6 D9 B6 -1.312500 -1.304199 0.008301
2A 24 FF 0F 1A 25 FF 0B FC 26 0.593750 0.569824 0.023926
E4 0D E6 20 F1 CF C2 C4 C8 C0 -1.000000 -1.003174 0.003174
E0 FC D0 30 D7 21 F0 21 D9 10 0.250000 0.252930 0.002930
E0 C5 27 E2 22 16 03 1E 3E 0D 0.203125 0.195068 0.008057
23 CA 3A 31 1F D0 C4 E0 EA D5 -0.671875 -0.678467 0.006592
F4 E0 32 15 DE EA 18 25 CF FF -0.015625 -0.011475 0.004150
1F 19 2C CE E6 DF DC 25 32 E2 -0.468750 -0.455322 0.013428
3E C7 C1 C3 16 29 16 DC 3E 3A 0.906250 0.928955 0.022705
EE 2A E9 DE C9 06 D3 DD C6 FC -0.062500 -0.059814 0.002686
FE 2A FD CE 11 D2 0B 2C FE BE -1.062500 -1.056396 0.006104
07 26 F8 FF 34 F1 EE CF 1D 1D 0.453125 0.449951 0.003174
0B 2F FF 06 E5 E9 F5 1D E5 D3 -0.703125 -0.713135 0.010010
2D DD C2 D1 1E C9 3D 0E 24 13 0.296875 0.278076 0.018799
10 E2 03 2B DD 2E 39 28 C9 C8 -0.875000 -0.871338 0.003662
C3 1D 02 C7 D7 E8 3F 39 D1 BE -1.062500 -1.056152 0.006348
0E 16 E3 2A EF DE 1D 3C FF 09 0.140625 0.153564 0.012939
1B 1A 23 E7 FF 11 CD 2A 27 01 0.015625 0.018555 0.002930
FA 1C 29 E8 E6 EF 0A DE 09 17 0.359375 0.361816 0.002441
DD 3C C1 E8 1C 34 DD FE F7 3B 0.921875 0.931885 0.010010
CC 29 EF 40 2B C3 C2 C5 CB 9B -2.625000 -2.649170 0.024170
39 2D 02 C6 C4 31 01 FE 3E 2E 0.718750 0.700928 0.017822
CC 03 10 E6 FF 0A 2B E0 39 4A 1.312500 1.281738 0.030762
07 E3 D4 CC 2C 3E 30 DB CA B8 -1.250000 -1.253418 0.003418
C2 E1 ED E1 18 06 12 C6 D5 D2 -0.718750 -0.725098 0.006348
08 14 02 D7 D5 E0 11 1C 02 E2 -0.468750 -0.480957 0.012207
31 2E 3B D6 3E 33 32 CA F8 63 2.375000 2.463379 0.088379
11 C3 05 EA 15 DD 3D DB E5 1E 0.468750 0.459717 0.009033
1B 3B D7 0F E2 E2 3F 33 F8 BA -1.187500 -1.198730 0.011230
F6 ED D7 F8 23 31 0C 06 E8 CB -0.828125 -0.819580 0.008545
F2 FC 1E 2B DE 17 DB E6 EB CF -0.765625 -0.778320 0.012695
33 E7 EF E2 C0 29 3A F8 FD B6 -1.312500 -1.276123 0.036377
22 05 F9 C3 FE 14 ED 30 32 07 0.109375 0.106689 0.002686
FC 28 EA FC D7 CF F3 DB F7 E1 -0.484375 -0.473145 0.011230
F7 DE D4 F0 34 0B CE 3A 26 2D 0.703125 0.698730 0.004395
33 E6 F8 E9 34 36 DD C2 F3 20 0.500000 0.518066 0.018066
D9 14 C8 3A 0E FF CB 39 E6 3E 0.968750 0.987305 0.018555
32 FC FC E3 3A D3 17 20 19 3A 0.906250 0.893555 0.012695
37 FE 14 0E 01 38 18 D1 EF EC -0.312500 -0.322998 0.010498
09 D6 F5 26 FA EE D6 09 DD F4 -0.187500 -0.179199 0.008301
F1 ED E9 C6 F8 C2 2B DE C5 E9 -0.359375 -0.364990 0.005615
EE 1B FE DC 2C D9 31 C4 E5 E9 -0.359375 -0.368896 0.009521
FF 20 DA F8 2A DB 20 04 0A E3 -0.453125 -0.447754 0.005371
25 EA 29 0D 22 E1 F2 F1 21 34 0.812500 0.801514 0.010986
C5 3D 3D F6 17 E4 2F 14 FA F4 -0.187500 -0.190918 0.003418
CD 35 23 C0 C9 F4 27 1F CF E7 -0.390625 -0.387207 0.003418
F1 1D 2F E0 3C EF D3 ED ED C0 -1.000000 -1.004883 0.004883
C6 F0 CA D4 E3 FC FF 1C FA 03 0.046875 0.044922 0.001953
CD 1F EA 08 07 CE 38 DE 09 D4 -0.687500 -0.692139 0.004639
D8 3B E6 12 34 30 CB DC EA 02 0.031250 0.018066 0.013184
C1 17 19 37 35 3B 07 13 1B 0F 0.234375 0.235840 0.001465
E9 D8 DF 1C 3B E2 E9 F2 C6 CA -0.843750 -0.854980 0.011230
18 CA F6 C1 E4 EC 14 17 1B 08 0.125000 0.118896 0.006104
F9 C3 0F 01 C6 39 06 3A 01 D3 -0.703125 -0.697998 0.005127
D8 CE 10 C2 25 E6 FE F5 16 1D 0.453125 0.458496 0.005371
F1 28 28 2D C1 CB F3 D3 27 ED -0.296875 -0.298828 0.001953
2D F5 37 0E 1B CD E4 1B 3E 44 1.125000 1.118652 0.006348
25 F0 23 0E D4 3C C5 EC 0F C3 -0.953125 -0.969971 0.016846
1A F3 06 1C EC F4 D7 18 30 30 0.750000 0.765137 0.015137
C2 D9 DA 32 EF 0B F5 25 0C 39 0.890625 0.893799 0.003174
1D C6 34 0B CA C4 16 2B F3 2A 0.656250 0.658936 0.002686
38 24 F9 32 31 1D F4 0D 02 44 1.125000 1.135254 0.010254
2D F9 09 10 2A 01 3F EB E2 03 0.046875 0.047363 0.000488
3C 3F 3A 2C 34 14 05 20 EB 46 1.187500 1.155762 0.031738
0C D9 17 04 FA 35 D5 C1 20 EC -0.312500 -0.325195 0.012695
DC CC 1B D1 3E 03 04 F7 CE B9 -1.218750 -1.234619 0.015869
D0 CB C6 37 EA C0 F4 03 E6 38 0.875000 0.889893 0.014893
FF 3D CB 02 F2 E4 2A 2D F5 BC -1.125000 -1.106934 0.018066
01 26 34 19 02 E1 3B 33 0E 40 1.000000 0.991943 0.008057
C7 3E FF FE E4 E9 DE DC DF E4 -0.437500 -0.448242 0.010742
3B 33 20 C1 E7 18 FE 3C E8 B4 -1.375000 -1.374756 0.000244
C4 C8 D7 F2 EA 22 D9 2F F7 FD -0.046875 -0.053467 0.006592
E2 2D C6 26 CE 37 C8 EA 37 63 2.375000 2.418701 0.043701
14 31 E6 C9 E5 FB 02 FF EE E2 -0.468750 -0.472168 0.003418
E5 31 C2 2D C7 CE DB D0 D9 CD -0.796875 -0.799072 0.002197
27 E2 D9 ED 22 37 F7 C2 07 19 0.390625 0.403564 0.012939
1F DE 2A F5 3F 1F E6 F2 05 05 0.078125 0.068604 0.009521
3E 3D 19 D1 EA 0D C8 FA 40 25 0.578125 0.587646 0.009521
2A 34 09 3C 01 2C F0 C1 EE D6 -0.656250 -0.670410 0.014160
3F 3D E5 F2 2B 29 EA D0 19 5E 1.937500 1.971680 0.034180
11 23 2A 10 22 F1 E0 20 C4 BC -1.125000 -1.127686 0.002686
EF E6 1F C5 1F D1 E5 CE DA 06 0.093750 0.091797 0.001953
EC 2F FF 2F EC 21 15 1E E7 1A 0.406250 0.424805 0.018555
D6 04 28 F4 E9 19 DF 17 D5 CD -0.796875 -0.801270 0.004395
35 06 08 32 CD E9 DE E1 D4 A6 -1.812500 -1.825928 0.013428
0A FC 12 ED 0C C3 1E E3 FB 12 0.281250 0.277100 0.004150
3E E3 18 CC 0C 2B FB E8 08 13 0.296875 0.277588 0.019287
17 0A 22 F7 38 FB CD 08 F0 E7 -0.390625 -0.388672 0.001953
E8 E2 26 C7 F1 3A 2B C0 11 48 1.250000 1.218262 0.031738
40 E2 C5 C1 28 40 0E 19 C0 B2 -1.437500 -1.429932 0.007568
F3 24 24 EF 01 0F 03 10 FF 04 0.062500 0.072998 0.010498
F4 18 C7 39 E5 12 0A 36 34 54 1.625000 1.609375 0.015625
D6 C6 C5 3D F3 C7 3D 2B D9 07 0.109375 0.092773 0.016602
2A 11 E6 37 24 1D 3D D8 D4 BC -1.125000 -1.122314 0.002686
C6 2D 35 01 E8 D8 35 39 CA F1 -0.234375 -0.243652 0.009277
2E 0D DC 0D 31 E2 F4 13 22 45 1.156250 1.152100 0.004150
E2 13 23 05 32 E0 02 2D FD E1 -0.484375 -0.489502 0.005127
06 C2 DE CC 23 1E FD CC D0 E2 -0.468750 -0.467773 0.000977
FA C6 CE 03 3E C5 12 24 02 25 0.578125 0.582520 0.004395
32 E1 3F 12 07 FB F3 2E 21 28 0.625000 0.641113 0.016113
2E 2B 01 C5 29 EF 0E E1 17 44 1.125000 1.091309 0.033691
DF EC 20 27 3B FD FF D6 F8 C0 -1.000000 -0.993408 0.006592
14 C8 38 EF CC FD E2 2E DF B6 -1.312500 -1.329590 0.017090
11 1B FD 1E FF 2F C9 F0 09 17 0.359375 0.369385 0.010010
DF 1A EB CF D2 3F 05 2B 08 17 0.359375 0.355469 0.003906
12 CF E1 D2 E6 F1 25 24 D0 B4 -1.375000 -1.369141 0.005859
EB 33 F9 D1 D4 26 C8 E8 EE 32 0.781250 0.788574 0.007324
07 22 3F 0D 3B F8 D6 F1 40 16 0.343750 0.340820 0.002930
DD 26 07 09 D0 C5 F6 34 EA E7 -0.390625 -0.383789 0.006836
CF EB 16 18 10 13 C3 2C CD BB -1.156250 -1.155518 0.000732
F3 E5 D9 F2 FD 09 E0 31 27 2D 0.703125 0.696777 0.006348
D0 FC FB D9 C6 24 D6 02 D6 02 0.031250 0.020508 0.010742
FC C5 C4 EA E0 03 F2 24 21 21 0.515625 0.515381 0.000244
F3 24 04 0A C7 F0 EB C5 F2 EB -0.328125 -0.343018 0.014893
CB C0 CA DA 2B C5 0B F6 D2 E6 -0.406250 -0.405518 0.000732
CB 18 29 16 D6 33 29 3E E1 42 1.062500 1.101318 0.038818
E2 17 11 D7 FD 1D EA CC 19 3F 0.984375 1.004639 0.020264
0F CE F6 CC E8 CE 38 E0 30 51 1.531250 1.541992 0.010742
01 CB CF 12 FB 08 0E E3 E1 C6 -0.906250 -0.884033 0.022217
30 3A CD F8 EF 0C 1A 2C FC DF -0.515625 -0.501465 0.014160
2C E5 09 1E CB EB FF 05 16 FC -0.062500 -0.052734 0.009766
23 FC D4 31 F5 39 D9 30 F7 2D 0.703125 0.702881 0.000244
3D 02 F9 DA E0 19 06 21 C1 A8 -1.750000 -1.765137 0.015137
3F ED DC F7 E4 C1 D2 2C 34 3F 0.984375 0.981689 0.002686
22 C8 04 06 E1 12 CF 17 C5 B2 -1.437500 -1.439453 0.001953
F9 C9 1D 2A 24 EE 37 27 38 5B 1.843750 1.844482 0.000732
0A 1D 12 C5 3C 2F 2E 04 D7 FE -0.031250 -0.016846 0.014404
27 2D 26 E3 18 F2 C1 2D 23 EF -0.265625 -0.281494 0.015869
DE ED CA E3 25 C1 E0 25 20 29 0.640625 0.645020 0.004395
31 0E C3 E1 2B D4 0F 1A F7 F3 -0.203125 -0.196777 0.006348
D7 20 21 03 34 0F 08 1A 30 1C 0.437500 0.430176 0.007324
D8 1B DF F3 CC D4 C9 CF 14 44 1.125000 1.128906 0.003906
E3 E9 ED 17 24 F4 C8 DA 29 20 0.500000 0.499512 0.000488
F0 F5 D9 DF 1D F3 CB 05 21 39 0.890625 0.901611 0.010986
2F 17 DA 26 D6 18 CF F1 19 17 0.359375 0.358887 0.000488
0D E3 2E 40 25 08 DD DD F1 BC -1.125000 -1.113525 0.011475
2F E7 F2 DD D7 DA 1A C8 17 21 0.515625 0.510498 0.005127
C2 F4 1A 3B 40 C1 1E 16 0E FC -0.062500 -0.058105 0.004395
01 EB 28 EB 28 02 C8 1B FF D3 -0.703125 -0.701416 0.001709
07 F4 FD 2F 14 15 2E 08 22 24 0.562500 0.562012 0.000488
E9 EE F0 18 33 1E 35 C3 ED B8 -1.250000 -1.279541 0.029541
E4 EE 40 04 C9 31 D3 FC 07 E3 -0.453125 -0.437012 0.016113
E9 34 F5 C7 CF D3 1F D4 C3 D2 -0.718750 -0.720215 0.001465
C5 0D E8 22 36 38 F3 33 34 2D 0.703125 0.711914 0.008789
25 38 0D 1F 02 CC 13 E2 C4 A6 -1.812500 -1.797119 0.015381
33 38 2A 22 3A C6 C9 E5 F8 C1 -0.984375 -0.983887 0.000488
F7 08 05 D9 0A D1 D5 0E D7 C4 -0.937500 -0.940186 0.002686
E7 23 FD 21 16 14 06 D5 3A 25 0.578125 0.592041 0.013916
26 F2 D0 CB E2 E7 DB EB EF 0F 0.234375 0.246826 0.012451
E4 F3 16 C7 F7 DE 0B 29 E6 D0 -0.750000 -0.748291 0.001709
19 0E E9 F9 2E CF 3B DB FD F3 -0.203125 -0.201660 0.001465
1D 25 23 3B 31 10 D5 03 39 42 1.062500 1.057861 0.004639
25 C8 19 25 D3 3B 2F 16 E9 BD -1.093750 -1.086914 0.006836
FE 07 15 16 E0 20 DD E1 EE DD -0.546875 -0.556885 0.010010
FE 3E 37 E7 24 E6 33 1A 38 40 1.000000 0.989990 0.010010
C8 37 34 15 EF 33 CF D5 36 3B 0.921875 0.918457 0.003418
07 F1 26 07 FA 07 07 23 C6 CB -0.828125 -0.817383 0.010742
0D 24 C0 36 0A 0B 20 C9 DA AA -1.687500 -1.690430 0.002930
38 D4 10 0D C9 2B DA 17 FC B4 -1.375000 -1.351807 0.023193
D7 3B D3 CF 16 F8 ED 1A 29 0D 0.203125 0.202881 0.000244
F0 04 DB 3A 3A 3B D3 01 FD 0E 0.218750 0.204834 0.013916
CE 33 1F FF FE 22 36 2D 30 53 1.593750 1.595459 0.001709
F9 E2 C7 1E 29 01 C5 F8 F4 20 0.500000 0.497559 0.002441
3D CE E0 E1 E1 E4 01 30 23 03 0.046875 0.055908 0.009033
2F DF DD DC D8 DB C3 3B D5 CB -0.828125 -0.830078 0.001953
C9 F9 FF 13 F5 E2 E4 E3 F1 F5 -0.171875 -0.163086 0.008789
2C 0A 0A FC E3 C7 F9 3B CB B4 -1.375000 -1.353516 0.021484
37 3F 03 05 1D 2D E9 FC 2B 56 1.687500 1.731689 0.044189
E6 26 12 0A F0 16 F6 3B DD F6 -0.156250 -0.141113 0.015137
08 18 F3 DA 05 FB 0C F5 10 14 0.312500 0.294434 0.018066
C9 DC 39 2F 0A 29 CE E7 34 D4 -0.687500 -0.664795 0.022705
C7 2F 0E C6 16 19 09 D8 DF 03 0.046875 0.062256 0.015381
DD 0B E9 F8 E3 E8 23 C0 30 37 0.859375 0.861816 0.002441
29 FB EC 27 E4 12 32 DF C4 A6 -1.812500 -1.798096 0.014404
38 F9 24 C2 E6 F3 0E FD 25 1A 0.406250 0.413330 0.007080
F8 FD 0C 09 10 F0 C5 04 27 1C 0.437500 0.425781 0.011719
E1 FE DC D5 05 F9 14 14 DA C1 -0.984375 -1.013916 0.029541
FC 35 ED E7 E6 29 E8 12 1C 40 1.000000 0.994873 0.005127
C4 E0 CF 25 30 3F D2 D6 3C FC -0.062500 -0.086914 0.024414
DA 34 01 C9 2C 2E 38 26 FF EA -0.343750 -0.336426 0.007324
F4 34 E8 F5 0A D6 C2 F1 CF C5 -0.921875 -0.924561 0.002686
FF 29 38 CC 22 0C 37 07 2C 4E 1.437500 1.462402 0.024902
07 09 3E E2 2F E8 EB F4 12 06 0.093750 0.078857 0.014893
14 CF FF 28 EF 3E 27 03 F2 C0 -1.000000 -1.023682 0.023682
3C DD DB 1A E1 1A 34 C1 D9 9F -2.125000 -2.155273 0.030273
D4 03 C4 DD F5 3B D0 FC 02 3C 0.937500 0.929932 0.007568
E9 15 ED 2B 16 D4 0A FF F6 DC -0.562500 -0.562256 0.000244
E5 D8 2D D8 FF 32 FE E0 C3 BC -1.125000 -1.144287 0.019287
D1 38 D3 C1 06 E3 15 3F DC 9E -2.250000 -2.227539 0.022461
C9 16 F1 06 30 EC E2 EC D5 B5 -1.343750 -1.343262 0.000488
D1 F3 D5 17 F9 23 F9 11 D1 DA -0.593750 -0.596191 0.002441
1C E2 DF DF D5 D3 27 D9 19 1B 0.421875 0.426270 0.004395
06 01 21 18 F6 EA C9 CF 14 E4 -0.437500 -0.437744 0.000244
DE E1 C1 F5 E9 1D DA 17 C2 E1 -0.484375 -0.474609 0.009766
F7 F7 16 1A 24 C8 F2 ED 0F 05 0.078125 0.082520 0.004395
CE 35 ED F7 25 2D 04 CF F9 07 0.109375 0.110352 0.000977
F3 D6 C6 F3 C4 C2 FC 28 1F 48 1.250000 1.240234 0.009766
FE 3D D3 FD 1E 18 18 F3 0C 12 0.281250 0.276123 0.005127
FE 07 35 DB 05 DF 2D 3D 04 01 0.015625 0.034912 0.019287
D1 D4 0C 3F C8 2B EF D0 2D 06 0.093750 0.095703 0.001953
35 FA D3 0A 2C 2E 1E DD 02 08 0.125000 0.118164 0.006836
0A 23 FD E4 2B 36 E8 1B 08 22 0.531250 0.524414 0.006836
C1 31 06 E0 C1 05 14 35 D7 01 0.015625 0.003418 0.012207
FF 14 2A F4 30 CA C2 C7 C9 AC -1.625000 -1.603516 0.021484
F4 09 23 0D FF 2D F7 33 07 13 0.296875 0.296143 0.000732
1F 1F 33 EB 19 FB DE 40 11 EB -0.328125 -0.334473 0.006348
1F 13 FB C2 DA FE F8 CE C1 DF -0.515625 -0.514648 0.000977
07 F0 FE 35 1F 17 01 F6 24 18 0.375000 0.395752 0.020752
DB DD 04 34 2A E6 1C 37 1A 3F 0.984375 0.974609 0.009766
D3 FC 3A EF 3E CD ED 1C DA AD -1.593750 -1.610352 0.016602
16 1B 2D EA 1E D4 EE 19 DA BE -1.062500 -1.054688 0.007812
05 D5 3B 26 05 D9 04 F7 11 2B 0.671875 0.655273 0.016602
